no,timestamp,teks,teks_processed,text_length,length_category
8828,2018-12-10T08:09:43.000Z,sayangnya banyak netizen yg anti pati gegara status pelakor nya x com eliya_mkom sta,sayang banyak netizen yang anti pati gegara status pelakor nya kali com eliya_mkom sta,86,sedang
8829,2018-12-10T08:19:06.000Z,RT Awani AWANInews AWANI Isytihar harta lebih awal agar ahli politik dilihat lebih bersih,RT awan awaninews AWAN isytihar harta lebih awal agar ahli politik lihat lebih bersih,85,sedang
8830,2018-12-10T07:13:19.000Z,RT PerakToday Gubal Undang Undang Untuk Semua Wakil Rakyat Isytihar Harta peraktoday,RT peraktoday gubal undang undang untuk semua wakil rakyat isytihar harta peraktoday,84,sedang
8831,2018-12-10T07:10:27.000Z,Gubal Undang Undang Untuk Semua Wakil Rakyat Isytihar Harta peraktoday,gubal undang undang untuk semua wakil rakyat isytihar harta peraktoday,70,sedang
8832,2018-12-10T06:56:04.000Z,Gubal undang undang untuk semua wakil rakyat isytihar harta,gubal undang undang untuk semua wakil rakyat isytihar harta,59,sedang
8833,2018-12-10T06:04:21.000Z,Anggota Komisi VIII DPR RI Rahayu Saraswati Djojohadikusumo mengatakan saat ini Rancangan Undang Undang Penghapusan Kekerasan Seksual RUU Penghapusan KS,anggota komisi VII DPR RI rahayu saraswati djojohadikusumo kata saat ini rancangan undang undang hapus keras seksual RUU hapus KS,129,sedang
8834,2018-12-10T05:25:59.000Z,Kemana aja wahai anggota DPR yang terhormat Bikin undang undang md aja Cuma buat lindungi DPR doang Ingat akhirat bro,mana saja wahai anggota DPR yang hormat bikin undang undang md saja cuma buat lindung DPR doang ingat akhirat bro,113,sedang
8835,2018-12-10T05:02:04.000Z,Gubal undang undang untuk semua wakil rakyat isytihar harta Selain wakil rakyat,gubal undang undang untuk semua wakil rakyat isytihar harta selain wakil rakyat,79,sedang
8836,2018-12-10T04:55:43.000Z,AWANInews AWANI Isytihar harta lebih awal agar ahli politik dilihat lebih bersih,awaninews AWAN isytihar harta lebih awal agar ahli politik lihat lebih bersih,77,sedang
8837,2018-12-10T02:47:47.000Z,RUU Penyadapan Tak Kurangi Kewenangan KPK,RUU sadap tak kurang wenang KPK,31,pendek
8838,2018-12-10T02:22:41.000Z,Agenda DPR Senin Pukul WIB Komisi IX DPR RDP Panja RUU Kebidanan dengan Pemerintah agendaDPR,agenda DPR senin pukul WIB komisi IX DPR RDP panja RUU bidan dengan pemerintah agendadpr,88,sedang
8839,2018-12-10T01:31:25.000Z,Mencegah Badan Usaha Milik Negara Menjadi Sapi Perah Undang Undang Badan Usaha Milik Negara atau UU BUMN telah berusia limabelas tahun Dewan Perwakilan Rakyat Republik Indonesia atau DPR RI,cegah badan usaha milik negara jadi sapi perah undang undang badan usaha milik negara atau UU BUMN telah usia limabelas tahun dewan wakil rakyat republik indonesia atau DPR RI,175,panjang
8840,2018-12-09T15:08:47.000Z,INFOGRAFIS IV Evaluasi Penanganan RUU Dalam Prolegnas RUU Prioritas Tahun RUU Dalam Tahap Pembicaraan Tingkat I RUUPrioritas Prolegnas,INFOGRAFIS IV evaluasi tangan RUU dalam prolegnas RUU prioritas tahun RUU dalam tahap bicara tingkat i ruuprioritas prolegnas,125,sedang
8841,2018-12-09T13:28:51.000Z,Bamsoet Tinggal satu lagi RUU yang akan menjadi Legacy DPR RI Periode ini yaitu RUU KUHP,bamsoet tinggal satu lagi RUU yang akan jadi legacy DPR RI periode ini yaitu RUU KUHP,85,sedang
8842,2018-12-09T10:53:49.000Z,Sebuah riset dari CSIS pada tahun menemukan bahwa persen rakyat Indonesia tidak pernah dikunjungi atau bertatap muka dengan wakilnya di DPR RI padahal anggaran reses kunjungan ke dapil untuk menemui konstituen selalu naik dari waktu ke waktu PSIbersihbersihDPR,buah riset dari CSIS pada tahun temu bahwa persen rakyat indonesia tidak pernah kunjung atau tatap muka dengan wakil di DPR RI padahal anggaran reses kunjung ke dapil untuk temu konstituen selalu naik dari waktu ke waktu psibersihbersihdpr,239,panjang
8843,2018-12-09T10:53:48.000Z,Alasan reses kerap digunakan oleh para anggota DPR RI atas rendahnya kinerja mereka dan atas seringnya terjadi bolos hampir disetiap sidang yang disorot publik Sedangkan hampir seluruh rakyat Indonesia mengaku tak pernah dikunjungi dalam kegiatan reses PSIbersihbersihDPR,alas reses kerap penggunaan oleh para anggota DPR RI atas rendah kerja mereka dan atas sering jadi bolos hampir tiap sidang yang sorot publik sedang hampir seluruh rakyat indonesia aku tak pernah kunjung dalam giat reses psibersihbersihdpr,239,panjang
8844,2018-12-09T09:59:49.000Z,PARTAI DEMOKRAT SERAP ASPIRASI RAKYAT PEDULI BERI SOLUSI Haris caleg dpr ri partai demokrat dapil sumatera utara nomor urut,PARTAI DEMOKRAT SERAP ASPIRASI RAKYAT PEDULI BERI SOLUSI haris caleg dpr ri partai demokrat dapil sumatera utara nomor urut,123,sedang
8845,2018-12-09T08:18:15.000Z,Adalah kurang etis bagi anggota DPR RI jika senantiasa menyalurkan aspirasi rakyat dari negara lain RecehkanTwitter RecehkanTwitterJilid,adalah kurang etis bagi anggota DPR RI jika senantiasa salur aspirasi rakyat dari negara lain recehkantwitter recehkantwitterjilid,130,sedang
8846,2018-12-09T07:05:22.000Z,Mahkamah Agung MA telah memutus uji materi Pasal ayat Peraturan Komisi Pemilihan Umum PKPU Nomor Tahun tentang tentang Pencalonan Anggota DPR dan DPRD Kabupaten kota terhadap Undang Undang Nomor Tahun tentang Pemilu HariAntiKorupsi,mahkamah agung SAMA telah keputusan uji materi pasal ayat pengaturan komisi pilih umum PKPU nomor tahun tentang tentang calon anggota DPR dan DPRD kabupaten kota hadap undang undang nomor tahun tentang pemilu hariantikorupsi,224,panjang
8847,2018-12-09T06:57:57.000Z,Buat Presiden dan Wapres juga DPR RI dan MPR RI Mohon!! Keluarkan Undang undang membatasi orang cina masuk di Indonesia mencari rekomendasi,buat presiden dan wapres juga DPR RI dan MPR RI mohon ! ! keluar undang undang batas orang cina masuk di indonesia cari rekomendasi,131,sedang
8848,2018-12-09T06:53:33.000Z,Sedulur Idham Samawi siap mengawal aspirasi rakyat dengan menghantarkan Bapak Drs H M Idham Samawi menjadi anggota DPR RI jogjaistimewa idhamsamawiuntukjogja jogjaupdate infojogja kabarjogja kampusjogja pemudajogja aspirasijogja jogjawarta,dulur idham samawi siap awal aspirasi rakyat dengan hantar bapak drs h sama idham samawi jadi anggota DPR RI jogjaistimewa idhamsamawiuntukjogja jogjaupdate infojogja kabarjogja kampusjogja pemudajogja aspirasijogja jogjawarta,226,panjang
8849,2018-12-09T05:28:52.000Z,Revisi Kitab Undang Undang Hukum Pidana RKUHP yang dibuat DPR RI memasukkan delik tindak pidana khusus salah satunya tindak pidana korupsi HariAntiKorupsi,revisi kitab undang undang hukum pidana RKUHP yang buat DPR RI masuk delik tindakan pidana khusus salah satu tindakan pidana korupsi hariantikorupsi,148,sedang
8850,2018-12-09T02:33:40.000Z,Dewan Perwakilan Rakyat DPR telah mengesahkan Undang Undang Pemilu pada hari Jumat Juli Salah satu pasal yang ditetapkan adalah menyangkut cara perhitungan perolehan kursi partai politik dalam pemilu,dewan wakil rakyat DPR telah pengesahan undang undang pemilu pada hari jumat juli salah satu pasal yang tetap adalah sangkut cara hitung oleh kursi partai politik dalam pemilu,175,panjang
8851,2018-12-08T23:05:52.000Z,Kerja bukannya membahas undang undang ini malah sibuk buat lirik lagu Katanya wakil rakyat,kerja bukan bahas undang undang ini malah sibuk buat lirik lagu kata wakil rakyat,81,sedang
8852,2018-12-08T22:43:22.000Z,Hahahhaha orang dungu bicara yg membuat uu siapa ayo semua kebijakan jokowi saat ini atar dukungan oleh anggota dpr orang bodoh nggak paham hukum Walaupun pinpinan dpr A tpi setelah diadadang suara terbanyak maka hasil nya B maka B yg di pakai wkwkkwk,hahahhaha orang dungu bicara yang buat uu siapa ayo semua kebijakan jokowi saat ini atar dukungan oleh anggota dpr orang bodoh tidak paham hukum walaupun pinpinan dpr a tetapi telah diadadang suara banyak maka hasil nya b maka b yang di pemakaian wkwkkwk,254,panjang
8853,2018-12-08T19:05:22.000Z,Mau salahkan jokowi lagi? RUU sudah masuk pasal angkutan umum roda dua sudah ada Suruh DPR kerja jangan makan gaji buta doang,mau salah jokowi lagi ? RUU sudah masuk pasal angkut umum roda dua sudah ada suruh DPR kerja jangan makan gaji buta doang,121,sedang
8854,2018-12-08T16:03:14.000Z,Di parlemen kalo bikin undang undang gak ada gw oposisi gw pemerintah Apa manfaat undang undang buat masyarakat Bukan begitu bos Tapi apa yg di kerjakan anggota dewan tidak ada Bahkan kpk menyarankan anggota DPR tidak usah di gaji kalo tidak bekerja,di parlemen jika bikin undang undang tidak ada saya penentang saya pemerintah apa manfaat undang undang buat masyarakat bukan begitu bos tetapi apa yang di kerja anggota dewan tidak ada bahkan kpk saran anggota DPR tidak usah di gaji jika tidak kerja,250,panjang
8855,2018-12-08T15:18:01.000Z,Pengesahan UU begini aja qt kudu matian demo y teriak sana sini masa seh gda kesadaran dr yg katany wakil rakyat mewakili rakyat yg tertindas dan terlecehkan krn mrk tdk mengalami hal tsb gmn jd ny kl anak perempuan ato ibu ny ato istri ny yg jd korban pelecehan,pengesahan UU begini saja kita kudu mati demonstrasi ya teriak sana sini masa sih enggak ada sadar dari yang katany wakil rakyat wakil rakyat yang tindas dan leceh karena mereka tidak alami hal sebut bagaimana jadi nya jika anak perempuan atau ibu nya atau istri nya yang jadi korban leceh,289,panjang
8856,2018-12-08T14:13:01.000Z,I liked a video ANGGOTA DPR NGAPAIN AJA SAAT RESES? DENGERIN DONG!,i liked a video ANGGOTA DPR KAPAI SAJA SAAT RESES ? DENGAR DONG !,65,sedang
8857,2018-12-08T11:38:05.000Z,Kalau ketidakhadiran karena tugas lain yang masih berhubungan dengan fungsi DPR menurut saya sih itu bisa dimengerti katanya,jika ketidakhadiran karena tugas lain yang masih hubung dengan fungsi DPR turut saya sih itu dapat erti kata,108,sedang
8858,2018-12-08T11:35:08.000Z,Waktu orde baru itu tangan besi gak ? Ingat bang target undang undang masih belum capai malah buat lagu Saya dukung gaji anggota dpr diukur dari hasil kinerja saja,waktu orde baru itu tangan besi tidak ? ingat bang target undang undang masih belum capai malah buat lagu saya dukungan gaji anggota dpr ukur dari hasil kerja saja,163,panjang
8859,2018-12-08T10:36:11.000Z,Hari ini kami tim IKa Indonesia untuk Kemanusiaan melakukan pawai akbar bersama para perempuan dari organisasi di taman aspirasi depan Istana Jakarta Kami menuntut DPR RI untuk segera mengesahkan Rancangan Undang Undang Penghapusan Kekerasan Seksual,hari ini kami tim ika indonesia untuk manusia pelaksanaan pawai akbar sama para perempuan dari organisasi di taman aspirasi depan istana jakarta kami tuntutan DPR RI untuk segera pengesahan rancangan undang undang hapus keras seksual,233,panjang
8860,2018-12-08T09:41:37.000Z,Ya belum pernah aju dengar itu audit penggunaan dana reses anggota DPR apa tidak pernah diumumkan secara terbuka atau memang cuma saya nda dengar ya,ya belum pernah aju dengar itu audit penggunaan dana reses anggota DPR apa tidak pernah umum cara buka atau memang cuma saya indak dengar ya,140,sedang
8861,2018-12-08T07:41:39.000Z,Repost from by Hari ini kita bicara seperti apa anggota DPR Wakil Rakyat perform di DPR integritas itu being honest Jadi kalau ada undang undang di DPR itu,repost from by hari ini kita bicara seperti apa anggota DPR wakil rakyat perform di DPR integritas itu being honest jadi jika ada undang undang di DPR itu,154,panjang
8862,2018-12-08T06:04:46.000Z,Meskipun tidak bisa hadir pada Pawai pagi ini dalam spirit dan doa ayo dukung terus GerakBersama mendorong segera disahkannya RUU Penghapusan Kekerasan Seksual DPR RI Gerak Cepat! HAKTP DaysOfActivism HearMeToo,meski tidak dapat hadir pada pawai pagi ini dalam spirit dan doa ayo dukungan terus gerakbersama dorong segera sah RUU hapus keras seksual DPR RI gerak cepat ! HAKTP daysofactivism hearmetoo,190,panjang
8863,2018-12-08T05:56:55.000Z,Bersama ratusan Ibu Perempuan hebat bersolidaritas mendukung perjuangan untuk RUU Penghapusan Kekerasan Seksual segera disah kan oleh SahkanRUUPKS sekarang juga !,sama ratus ibu perempuan hebat solidaritas dukungan juang untuk RUU hapus keras seksual segera sah kan oleh sahkanruupks sekarang juga !,136,sedang
8864,2018-12-08T05:44:51.000Z,Yang lebih penting dari politik adalah kemanusiaan Yuk kita semua DORONG dpr_ri segera membahas dan mengesahkan RUU Penghapusan Kekerasan,yang lebih penting dari politik adalah manusia yuk kita semua DORONG dpr_ri segera bahas dan pengesahan RUU hapus keras,119,sedang
8865,2018-12-08T05:19:57.000Z,Tolong udah tahun nih segera disah kan ruu penghapusan kekerasan seksualnya Indonesia udah darurat kekerasan seksual gerakbersama lawankekerasanseksual SahkanRUUPKS,tolong sudah tahun ini segera sah kan ruu hapus keras seksual indonesia sudah darurat keras seksual gerakbersama lawankekerasanseksual sahkanruupks,147,sedang
8866,2018-12-08T04:56:10.000Z,Para peserta Pawai Akbar GerakBersama utk menuntut segera disahkannya RUU Penghapusan Kekerasan Seksual menandatangani petisi Menuntut utk segera mengesahkan RUU PKS !!,para serta pawai akbar gerakbersama untuk tuntutan segera sah RUU hapus keras seksual menandatangani petisi tuntutan untuk segera pengesahan RUU PKS ! !,152,panjang
8867,2018-12-08T04:50:57.000Z,Paslon No sudah banyak yg jagain Pak Prabowo tapi politik tidak demikian Konstitusi mengharuskan Wakil Rakyat menjaga dan mengawal kinerja pemerintah Begitu pun kebijakan Ulama bisa menyarankan yg membuat tetap Pemerintah dan DPR,paslon no sudah banyak yang jaga pak prabowo tetapi politik tidak demikian konstitusi harus wakil rakyat jaga dan awal kerja pemerintah begitu pun kebijakan ulama dapat saran yang buat tetap pemerintah dan DPR,209,panjang
8868,2018-12-08T04:37:17.000Z,ya pak apakah spt ini dibenarkan oleh undang undang mhn penjelasan cc,ya pak apakah seperti ini benar oleh undang undang mhn jelas cc,63,sedang
8869,2018-12-07T21:28:25.000Z,Smua yg lg kuasa seenak jidat bikin aturan t co epjSjw,semua yang lagi kuasa enak jidat bikin pengaturan t cowok epjsjw,64,sedang
8870,2018-12-08T03:34:11.000Z,Bagaiamana perempuan berpakaian bukanlah undangan pelecehan seksual dan BUKAN PERSETUJUAN bagi terjadinya kekerasan seksual GerakBersama menuntut segera disahkannya RUU Penghapusan Kekerasan Seksual oleh,bagaiamana perempuan pemakaian bukan undang leceh seksual dan BUKAN TUJU bagi jadi keras seksual gerakbersama tuntutan segera sah RUU hapus keras seksual oleh,158,panjang
8871,2018-12-07T19:06:24.000Z,jokowiperiode indonesiamaju WinterIsComing RT heniunique Ibu AlissaWahid putri Gus Dur mengajak kita semua DORONG DPR_RI segera membahas dan mengesahkan RUU Penghapusan Kekerasan Seksual Pawai Des Sarinah Taman Aspirasi SahkanRUUPKS S,jokowiperiode indonesiamaju winteriscoming RT heniunique ibu alissawahid putri gus dur ajak kita semua DORONG DPR_RI segera bahas dan pengesahan RUU hapus keras seksual pawai des sarinah taman aspirasi sahkanruupks si,217,panjang
8872,2018-12-07T16:30:26.000Z,trlalu bnyak alasan trlalu beralibi terlalu sering juga Kepala PLN ni diganti hasilnya besar ini cerminan orang nomer satu dan wakil rakyat yg diparlemen ada apa kebijakan mereka??? Kita hidup ditanah surga dengan APBD melimpah dari hasil alamnya GANTIperadaban,terlalu banyak alas terlalu alibi terlalu sering juga kepala PLN ini ganti hasil besar ini cermin orang nomer satu dan wakil rakyat yang parlemen ada apa kebijakan mereka ? ? kita hidup tanah surga dengan APBD limpah dari hasil alam gantiperadaban,247,panjang
8873,2018-12-07T14:40:38.000Z,Tahun lalu anggaran DPR RI itu Rp triliun tahun ini Rp triliun Kita bego begoan saja deh dengan biaya Rp triliun kok cuma Undang Undang? ujar Sigit benar gak ? Kerja kok makan gaji buta doang,tahun lalu anggaran DPR RI itu rp triliun tahun ini rp triliun kita bego bego saja deh dengan biaya rp triliun kok cuma undang undang ? ujar sigit banget tidak ? kerja kok makan gaji buta doang,193,panjang
8874,2018-12-07T14:18:44.000Z,Nah ini adalah produk undang undang dan Temuan Audit Investigasi adalah atas permintaan Pansus Untuk diketahui Rekomendasi kepada Pemerintah merupakan hal mutlak yg hrs disampaikan untuk ditindaklanjuti,nah ini adalah produk undang undang dan temu audit investigasi adalah atas minta pansus untuk tahu rekomendasi kepada pemerintah rupa hal mutlak yang harus sampai untuk ditindaklanjuti,184,panjang
8875,2018-12-07T12:30:55.000Z,Pengesahan RUU Penghapusan Kekerasan Seksual terancam gagal lagi mari terlibat di pawai terbuka menuntut DPR RI mempercepat proses pembahasan BESOK berkumpul di parkiran Sarinah pukul pagi!,pengesahan RUU hapus keras seksual ancam gagal lagi mari libat di pawai buka tuntutan DPR RI cepat proses bahas BESOK kumpul di parkir sarinah pukul pagi !,155,panjang
8876,2018-12-07T12:17:07.000Z,VIDEO Setiap RUU Dibahas Oleh DPR RI Bersama Presiden Pemerintah Untuk Mendapatkan Persetujuan Bersama KenalDPR FungsiLegislasi,VIDEO tiap RUU bahas oleh DPR RI sama presiden pemerintah untuk dapat tuju sama kenaldpr fungsilegislasi,104,sedang
8877,2018-12-07T09:47:17.000Z,Komnas Perempuan mendesak DPR RI untuk segera mengesahkan RUU PKS lewat pawai akbar yang akan dilaksanakan Desember Mereka meminta payung hukum yang memadai untuk perlindungan korban dan pencegahan kekerasan seksual secara komprehensif LawanKekerasan lawan kekerasan,komnas perempuan desakan DPR RI untuk segera pengesahan RUU PKS lewat pawai akbar yang akan laksana desember mereka minta payung hukum yang pada untuk lindung korban dan cegah keras seksual cara komprehensif lawankekerasan lawan keras,234,panjang
8878,2018-12-07T09:26:39.000Z,Naah KEDOK ini yang Harus dibuka secara Transparan Siklus Aliran Dana Peruntukannya Legal Standing UU Peraturan Apa?? Karena Banyak Kebijakan BerKedok utk Kepentingan Rezim BPJSKesehatan,naah KEDOK ini yang harus buka cara transparan siklus alir dana untuk legal standing UU pengaturan apa ? ? karena banyak kebijakan kedok untuk penting rezim bpjskesehatan,170,panjang
8879,2018-12-07T09:08:28.000Z,Siapa bilang anggota DPR kalau Reses cuman sekedar jalan jalan aja? Buktinya ada loh hasil nyata dari kegiatan tersebut Kali ini DengerinDong bareng ngikutin Ketua DPR RI Bambang Soesatyo turun ke dapil Jawa Tengah Tonton di sini,siapa bilang anggota DPR jika reses cuman dar jalan jalan aja ? bukti ada loh hasil nyata dari giat sebut kali ini dengerindong bareng ikut ketua DPR RI bambang soesatyo turun ke dapil jawa tengah tonton di sini,211,panjang
8880,2018-12-07T07:35:08.000Z,KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang ikuti polling dibawah ini,KPK usul agar anggota DPR tidak gaji jika tidak selesai selesai bahas rancangan undang undang ikut polling bawah ini,116,sedang
8881,2018-12-06T07:47:39.000Z,KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang Setujukah Anda? elshintanetwork,KPK usul agar anggota DPR tidak gaji jika tidak selesai selesai bahas rancangan undang undang tuju anda ? elshintanetwork,121,sedang
8882,2018-12-07T04:23:27.000Z,Tim Kunspek Komisi IV DPR RI melakukan pertemuan dengan Wakil Rektor dan Civitas Akademika Universitas Syiah Kuala Banda Aceh guna menyerap aspirasi dan masukan RUU Konservasi Sumber Daya Alam Hayati dan Ekosistem Kamis Desember KunkerDPR,tim kunspek komisi IV DPR RI pelaksanaan temu dengan wakil rektor dan civitas akademika universitas syiah kuala banda aceh penggunaan serap aspirasi dan masuk RUU konservasi sumber daya alam hayati dan ekosistem kamis desember kunkerdpr,236,panjang
8883,2018-12-07T03:24:57.000Z,Earmarking tax sangat diperlukan tantangannya bukan kebijakan yg populer ego sektoral tapi bisa jadi mekanisme yg menyelesaikan banyak masalah dan mengurangi perdebatan politik wakil rakyat,earmarking tax sangat perlu tantang bukan kebijakan yang populer ego sektoral tetapi dapat jadi mekanisme yang selesai banyak masalah dan kurang debat politik wakil rakyat,171,panjang
8884,2018-12-07T03:20:32.000Z,Skrg saja sdh dpt M dr parkir ditampah M dari pajak parkir Lalu jika naik bisa tambah lagi M per bln Ini biaya utk pengembangan kawasan TOD yg terkait sarpras umum bisa dr sini nih Earmarking tax daerah bisakah?,sekarang saja sudah dapat sama dari parkir tampah sama dari pajak parkir lalu jika naik dapat tambah lagi sama per bulan ini biaya untuk kembang kawasan TOD yang kait sarpras umum dapat dari sini ini earmarking tax daerah bisa ?,228,panjang
8885,2018-12-07T02:57:01.000Z,Tweeps yuk ikutan polling KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang Setujukah Anda? Klik ElshintaEdisiPagi PollingElshinta,tweeps yuk ikut polling KPK usul agar anggota DPR tidak gaji jika tidak selesai selesai bahas rancangan undang undang tuju anda ? klik elshintaedisipagi pollingelshinta,168,panjang
8886,2018-12-07T02:32:16.000Z,Jaringan HAKTP Jatim mendesak wakil rakyat segera mengesahkan RUU Penghapusan Kekerasan Seksual HAKTP stopkekerasanseksual gerakbersama sahkanruupks HearMeToo,jaring HAKTP jatim desakan wakil rakyat segera pengesahan RUU hapus keras seksual HAKTP stopkekerasanseksual gerakbersama sahkanruupks hearmetoo,144,sedang
8887,2018-12-06T21:59:00.000Z,PUISI TERUS YG DIBUAT PEKERJAAN MENYESAIKAN RUU TERABAIKAN DPR RI KEBANYAKAN TIDAK MEMENUHI STANDAR ANGGOTA DEWAN MASAK BIKIN PUISI DIGAJI???,PUISI TERUS YANG BUAT KERJA SESAI RUU ABAI DPR RI BANYAK TIDAK PENUH STANDAR ANGGOTA DEWAN MASAK BIKIN PUISI GAJI ? ?,117,sedang
8888,2018-12-06T14:40:39.000Z,Apakah merokok itu sehat? Kalau tidak sehat juga tlg dibuatkan jg RUU Larangan merokok disemua tempat,apakah rokok itu sehat ? jika tidak sehat juga tolong buat juga RUU larang rokok semua tempat,93,sedang
8889,2018-12-06T13:30:35.000Z,Baru tw kalo sekarang wakil rakyat kerjany cuma buat puisi Kirain msih buat RUU,baru tau jika sekarang wakil rakyat kerjany cuma buat puisi ira masih buat RUU,78,sedang
8890,2018-12-05T16:19:43.000Z,Keren puisinya om !! x com fadlizon statu,keren puisi om ! ! kali com fadlizon statu,42,pendek
8891,2018-12-06T12:56:42.000Z,mengusulkan agar anggota tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang Setujukah Anda?,usul agar anggota tidak gaji jika tidak selesai selesai bahas rancangan undang undang tuju anda ?,97,sedang
8892,2018-12-06T12:16:09.000Z,Kepala Operasional LRC KJHAM Nur Laila Hafidhoh Kami mendesak agar DPR RI segera mensahkan RUU Penghapusan Kekerasan Seksual Karena saat ini Indonesia sedang darurat kekerasan seksual RUU sudah tidak bisa ditunda lagi JatengGayeng,kepala operasional LRC KJHAM nur laila hafidhoh kami desakan agar DPR RI segera sah RUU hapus keras seksual karena saat ini indonesia sedang darurat keras seksual RUU sudah tidak dapat tunda lagi jatenggayeng,208,panjang
8893,2018-12-06T11:59:56.000Z,Jika Target RUU Tak Juga Rampung KPK Minta Anggota DPR Tak Usah Digaji,jika target RUU tak juga rampung KPK minta anggota DPR tak usah gaji,68,sedang
8894,2018-12-06T11:56:10.000Z,KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang Setujukah Anda?,KPK usul agar anggota DPR tidak gaji jika tidak selesai selesai bahas rancangan undang undang tuju anda ?,105,sedang
8895,2018-12-06T11:32:38.000Z,Jika kronis Kalian anggota Dpr yg terhormat kenapa tidak bikin undang undang agar koruptor di tembak mati saja biar yg niat korup juga takut,jika kronis kalian anggota dpr yang hormat kenapa tidak bikin undang undang agar koruptor di tembak mati saja biar yang niat korup juga takut,141,sedang
8896,2018-12-06T09:04:11.000Z,Undang undang dimana anggota DPR tdk boleh kampanye utk Capres dan Cawapres belum kalian selesaikan,undang undang mana anggota DPR tidak boleh kampanye untuk capres dan cawapres belum kalian selesai,98,sedang
8897,2018-12-06T06:43:25.000Z,Apa Sih Susahnya Anggota DPR Datang ke Rapat Paripurna?,apa sih susah anggota DPR datang ke rapat paripurna ?,53,sedang
8898,2018-12-06T06:00:43.000Z,Saya sebagai warga negara sekaligus rakyat sangat setuju perihal ini UU yg mngtur ttg hak rakyat dlm mencabut menurunkan anggota DPR yg tidak bekerja tdk mewakili aspirasi rakyat,saya bagai warga negara sekaligus rakyat sangat tuju perihal ini UU yang mngtur tentang hak rakyat dalam cabut turun anggota DPR yang tidak kerja tidak wakil aspirasi rakyat,173,panjang
8899,2018-12-06T05:09:53.000Z,Tiap siang habis zdhur ke warung kopi sambil dengerin aspirasi rakyat siapa tahu jadi anggota DPR depresi,tiap siang habis zdhur ke warung kopi sambil dengar aspirasi rakyat siapa tahu jadi anggota DPR depresi,103,sedang
8900,2018-12-06T05:08:58.000Z,Apakah ada yg masuk angin di ? Sehingga anti inovasi? Sampai kapan kita hanya jadi pasar? Cc,apakah ada yang masuk angin di ? sehingga anti inovasi ? sampai kapan kita hanya jadi pasar ? cc,96,sedang
8901,2018-12-06T05:01:53.000Z,Anggota juga gagal buat RUU tentang keamanan dan kesejahtraan rakyat Indonesia yg blm di selesaikan kemana para para anggota yg lainnya ???,anggota juga gagal buat RUU tentang aman dan kesejahtraan rakyat indonesia yang belum di selesai mana para para anggota yang lain ? ?,133,sedang
8902,2018-12-06T04:59:09.000Z,Fix kpk harus masuk ke ranah sepakbola Kami tunggu undang undang nya yang terhormat,fix kpk harus masuk ke ranah sepakbola kami tunggu undang undang nya yang hormat,80,sedang
8903,2018-12-06T04:32:44.000Z,Anggota DPR malas datang di rapat paripurna Ini menunjukkan kegagala para pimpinannya dan Apapun alasannya Mungkin benar kta Pak Saut nggak usah digaji atau potong gaji saja,anggota DPR malas datang di rapat paripurna ini tunjuk kegagala para kepemimpinan dan apa alas mungkin banget kita pak saut tidak usah gaji atau potong gaji saja,161,panjang
8904,2018-12-06T00:52:04.000Z,Apa sih susahnya datang ke paripurna? Mereka kan sudah dapat gaji dan tunjangan juga kan?,apa sih susah datang ke paripurna ? mereka kan sudah dapat gaji dan tunjang juga kan ?,86,sedang
8905,2018-12-06T04:22:31.000Z,Diseminasi Kebijakan Pengawasan Badan Pengelola Keuangan Haji KomisiVIII,mas kebijakan awas badan kelola uang haji komisivii,51,sedang
8906,2018-12-06T03:43:30.000Z,Gaji mau nya Naik Tunjangan mau nya naik Gedung di DPR Minta di perbaiki Suka nya jalan ke luar negeri Bukan kunjungan kerja Minta fasilitas mewah Giliran rapat paripurna BOLOS parah ga Malu ya gaji Dari rakyat,gaji mau nya naik tunjang mau nya naik gedung di DPR minta di baik suka nya jalan ke luar negeri bukan kunjung kerja minta fasilitas mewah gilir rapat paripurna BOLOS banget tidak malu ya gaji dari rakyat,204,panjang
8907,2018-12-06T03:33:36.000Z,Apa Sih Susahnya Anggota DPR Datang ke Rapat Paripurna? Menurut anggota DPR sibuk bukan pegawai kantoran yg hadir Kalau gitu sidangnya tengah malam sampai subuh aja ya pak IndonesiaMaju JokowiAmin IkutKiaiMaruf,apa sih susah anggota DPR datang ke rapat paripurna ? turut anggota DPR sibuk bukan pegawai kantor yang hadir jika begitu sidang tengah malam sampai subuh saja ya pak indonesiamaju jokowiamin ikutkiaimaruf,205,panjang
8908,2018-12-06T03:30:23.000Z,NOW! Ketua Himpunan Serikat Perempuan Indonesia HAPSARI Lely Zailani Kampanye Hari Anti Kekerasan Terhadap Perempuan HAKTP DPR RI harus segera sahkan RUU penghapusan kekerasan terhadap perempuan ElshintaMedan ElshintaNewsAndTalk,NOW ! ketua himpun serikat perempuan indonesia HAPSARI lely zailani kampanye hari anti keras hadap perempuan HAKTP DPR RI harus segera sahkan RUU hapus keras hadap perempuan elshintamedan elshintanewsandtalk,207,panjang
