kata,mean,std,raw_ratings
kolera,-3.2,1.0,"[-3, -4, -3, -4, -4, -1, -1, -4, -4, -4]"
ganjal,-2.4,1.0,"[-2, -1, -3, -2, -2, -3, -2, -3, -2, -4]"
guncangan,-1.6,1.0,"[-1, -2, -2, 0, 0, -2, -3, -3, 1, -4]"
tandanya,-1.6,1.0,"[-3, -1, 0, -3, -2, -2, -2, 0, -2, -1]"
sogok,-3.2,1.0,"[-4, -4, -4, -2, -1, -3, -4, -3, -3, -4]"
penyimpangan,-3.2,1.0,"[-3, -3, -4, -4, -4, -4, -2, -2, -3, -3]"
bhay,-2.4,1.0,"[-4, -4, -3, -3, 0, -2, -2, -3, -2, -1]"
bersimbah,-2.4,1.0,"[-2, -2, -4, -4, -1, -3, 0, -2, -3, -3]"
saum,-1.6,1.0,"[-2, -2, -1, -1, -1, -2, -2, -2, -1, -2]"
cacing karawit,-2.4,1.0,"[-2, -4, -3, -2, -4, -2, -3, -1, 0, -3]"
ringkas,-1.6,1.0,"[-1, -1, -2, -2, -1, -2, -2, -2, -2, -1]"
yalord,-1.6,1.0,"[-3, -1, 1, 0, -3, -3, -2, -3, -2, 0]"
cemeti dewa,-1.6,1.0,"[-3, 0, -3, -2, -2, 0, -1, -2, -2, -1]"
nyesal,-3.2,1.0,"[-3, -4, -3, -3, -2, -4, -4, -4, -4, -1]"
narkotika,-3.2,1.0,"[-1, -4, -4, -3, -4, -4, -3, -4, -2, -3]"
syedi,-3.2,1.0,"[-3, -4, -1, -3, -4, -4, -3, -3, -4, -3]"
standar,-1.6,1.0,"[1, -3, -3, -4, -1, -1, -1, -2, -1, -1]"
bangett,-1.6,1.0,"[-3, -2, 0, -1, -2, 0, -2, -2, -2, -2]"
beud,-1.6,1.0,"[-3, -1, -1, -2, -2, -1, -1, -2, -1, -2]"
cabean,-2.4,1.0,"[0, -4, -2, -2, -3, -3, -3, -2, -3, -2]"
tiduran,-1.6,1.0,"[-1, -2, -2, 0, -2, -1, -1, -1, -2, -4]"
menyunu,-1.6,1.0,"[0, -3, -1, -3, -1, -2, -2, -1, -2, -1]"
senengnya,-0.8,1.0,"[-2, 0, 0, 1, 1, -2, -1, -2, -2, -1]"
kuyup,-2.4,1.0,"[-3, -2, -2, -2, 0, -3, -2, -3, -4, -3]"
berkelir,-2.4,1.0,"[-4, -2, 0, -4, -3, 0, -4, -1, -3, -3]"
menata,-1.6,1.0,"[0, -1, -2, -3, -2, -3, 0, -2, 0, -3]"
gundik,-1.6,1.0,"[-2, -3, -2, -1, -1, -2, -1, -2, 0, -2]"
terluka,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
belia,-1.6,1.0,"[-2, -1, -2, -4, 0, -1, -2, -1, -1, -2]"
albumnya,-1.6,1.0,"[-1, -3, -2, -1, -2, -1, 0, -1, -4, -1]"
kesibukan,-2.4,1.0,"[-4, -3, -3, 0, -2, -2, -3, -4, -1, -2]"
mengasuh,-1.6,1.0,"[-3, -2, -1, 0, -2, -2, -1, -2, -2, -1]"
alah,-3.2,1.0,"[-3, -3, -4, -4, -2, -3, -4, -2, -4, -3]"
hadeh,-3.2,1.0,"[-3, -3, -4, -2, -4, -4, -3, -2, -4, -3]"
seenak,-3.2,1.0,"[-3, -3, -2, -4, -4, -3, -3, -3, -4, -3]"
udeh,-2.4,1.0,"[-2, -4, -2, -1, -2, -2, -2, -3, -2, -4]"
tergeluncur,-2.4,1.0,"[-3, 0, -2, -1, -3, -3, -3, -1, -4, -4]"
remaja,-1.6,1.0,"[-1, -2, -2, -2, 0, -2, -1, 0, -3, -3]"
image,-1.6,1.0,"[-3, -3, -1, -4, -1, -1, 0, -1, -1, -1]"
bawain,-2.4,1.0,"[-2, -2, -1, -2, -4, -2, -1, -3, -4, -3]"
puasa,-1.6,1.0,"[0, -2, -2, 0, -2, -1, -1, -2, -3, -3]"
berkerut,-1.6,1.0,"[0, -3, -3, -2, 0, -2, -1, -1, -1, -3]"
cacing jantung,-3.2,1.0,"[-3, -4, -3, -2, -4, -2, -4, -4, -2, -4]"
cacing ginjal,-3.2,1.0,"[-3, -4, -4, -2, -2, -3, -4, -3, -4, -3]"
brutal,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
hamster,-2.4,1.0,"[-3, -2, -1, -3, -2, -3, -3, -3, -3, -1]"
diajarin,-2.4,1.0,"[-4, -3, -1, -4, -2, -3, -1, -4, 0, -2]"
luda,-2.4,1.0,"[-2, -2, -2, -2, -3, -1, -4, -3, -2, -3]"
giniin,-1.6,1.0,"[-2, -4, -3, 0, -1, -2, -1, 0, 0, -3]"
tetiba,-2.4,1.0,"[-1, -4, -2, -2, -1, -2, -2, -3, -4, -3]"
beginian,-2.4,1.0,"[-2, -3, -2, -3, -3, -2, -2, -3, -3, -1]"
menebat,-2.4,1.0,"[-3, -2, -2, -1, -3, -3, -3, -1, -2, -4]"
amatin,-1.6,1.0,"[-2, -1, -1, -1, 0, -2, -2, -3, -2, -2]"
diliatin,-2.4,1.0,"[-3, -1, -4, -2, -3, -2, -2, -2, -3, -2]"
cacing gilig,-3.2,1.0,"[-2, -4, -3, -3, -4, -4, -4, -3, -2, -3]"
memperapikan,-1.6,1.0,"[-1, -2, -1, -1, -2, -1, -3, -1, -2, -2]"
senonoh,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
garuk,-2.4,1.0,"[-1, -3, -2, -3, -2, -4, -2, -2, -4, -1]"
bisain,-1.6,1.0,"[0, -1, -1, -3, -1, -2, -2, -2, -2, -2]"
timang,-0.8,1.0,"[0, -2, -2, -1, 1, -1, 0, -1, 0, -2]"
insane,-3.2,1.0,"[-3, -3, -4, -3, -2, -4, -4, -4, -3, -2]"
sambel,-1.6,1.0,"[-1, 0, 0, -2, 0, -2, -2, -2, -3, -4]"
gjd,-2.4,1.0,"[-2, -3, -4, -1, -3, -2, -3, -3, -2, -1]"
kemaluan,-2.4,1.0,"[-3, -2, -4, -3, -2, -2, -2, -3, -1, -2]"
kualat,-3.2,1.0,"[-4, -2, -2, -3, -4, -2, -4, -4, -3, -4]"
terselulur,-1.6,1.0,"[0, -3, -1, 0, -2, -2, -2, -3, -1, -2]"
penyakit,-3.2,1.0,"[-4, -3, -3, -1, -3, -4, -4, -4, -3, -3]"
memangnya,-1.6,1.0,"[-2, 0, -2, -3, -1, -2, -2, -1, -1, -2]"
gersang,-2.4,1.0,"[-3, -3, 0, -1, -3, -2, -4, -3, -2, -3]"
ditolak,-3.2,1.0,"[-2, -3, -4, -4, -4, -3, -2, -4, -2, -4]"
menjilat-jilat,-1.6,1.0,"[0, -2, -1, -2, -2, 0, -2, -1, -3, -3]"
jahatin,-2.4,1.0,"[-3, -1, -2, -3, -1, -2, -2, -3, -4, -3]"
cacing hati,-1.6,1.0,"[-1, -1, -3, -1, -2, -2, -1, -2, -2, -1]"
babu,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyedihkan,-3.2,1.0,"[-1, -4, -4, -4, -4, -3, -2, -2, -4, -4]"
menimpa,-2.4,1.0,"[-2, -2, -1, -4, -4, -2, -1, -3, -3, -2]"
guncang,-2.4,1.0,"[-2, -3, -3, -3, -3, -1, -2, -3, -3, -1]"
kontroversi,-3.2,1.0,"[-3, -3, -3, -4, -4, -4, -2, -4, -2, -3]"
mblo,-2.4,1.0,"[-3, -3, -2, -3, 0, -2, -2, -3, -4, -2]"
bagaimana pun,-1.6,1.0,"[-2, 0, -2, 0, -2, -3, -2, -2, -2, -1]"
gakuat,-2.4,1.0,"[-2, -2, -1, -3, -3, -3, -1, -3, -4, -2]"
poor,-3.2,1.0,"[-4, -2, -3, -3, -3, -4, -3, -4, -3, -3]"
mata-mata,-2.4,1.0,"[-1, -1, -2, -3, -4, -2, -4, -4, -1, -2]"
kenapaaa,-2.4,1.0,"[-2, -3, -3, -2, -1, -3, -4, -3, -2, -1]"
pikulan,-1.6,1.0,"[0, -3, 0, -2, -2, -2, 0, -3, -2, -2]"
lau,-1.6,1.0,"[-3, -2, -1, 0, -2, -1, -2, -3, -3, 1]"
tergelicik,-2.4,1.0,"[-3, -2, -3, -2, -1, -2, -3, -2, -4, -2]"
menjilat,-2.4,1.0,"[-1, -4, -4, -1, -2, -2, -3, -4, -2, -1]"
selir,-3.2,1.0,"[-2, -4, -4, -3, -4, -2, -3, -3, -3, -4]"
yaoi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ngidam,-1.6,1.0,"[-2, -1, -2, -2, 1, -2, -2, -2, -2, -2]"
napsu,-2.4,1.0,"[-1, -1, -2, -3, -2, -4, -3, -2, -3, -3]"
zalim,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
tergelingsir,-2.4,1.0,"[-3, -3, -2, -3, -3, -2, -1, -2, -1, -4]"
bau kencur,-3.2,1.0,"[-4, -3, -4, -3, -2, -4, -4, -3, -2, -3]"
alergi,-2.4,1.0,"[-2, -2, -2, -2, -3, -2, -4, -3, -2, -2]"
kodok,-1.6,1.0,"[-3, -2, -2, -3, -1, 0, 0, -3, -1, -1]"
drop,-2.4,1.0,"[-3, -3, -4, -1, -3, -2, -3, -2, 0, -3]"
sedikit-dikitnya,-2.4,1.0,"[-2, -1, -1, -4, -2, -2, -4, -3, -2, -3]"
xx,-0.8,1.0,"[0, -1, -2, -1, -1, 0, -1, 0, -2, 0]"
belikan,-0.8,1.0,"[-1, -1, -1, -1, 0, -1, 0, -2, -1, 0]"
menyundut,-2.4,1.0,"[-3, -2, 0, -4, -3, -2, -2, -1, -4, -3]"
pengangguran,-3.2,1.0,"[-4, -3, -4, -3, -4, -3, -2, -3, -2, -4]"
pataka,-2.4,1.0,"[-2, -3, -4, -1, -4, -4, -2, 0, -2, -2]"
berkurang,-2.4,1.0,"[-2, 0, -4, -1, -1, -4, -3, -3, -3, -3]"
siapanya,-1.6,1.0,"[0, -2, -2, -1, -1, -2, -3, -1, -2, -2]"
mahh,-2.4,1.0,"[-1, -4, -1, -4, -2, -3, -1, -2, -4, -2]"
gamungkin,-2.4,1.0,"[-2, -2, -4, -4, -3, -1, -1, -2, -2, -3]"
matiin,-1.6,1.0,"[-2, -1, -4, 0, -2, -2, -3, 0, -1, -1]"
perbantahan,-2.4,1.0,"[-3, -3, -2, -2, -3, -2, -2, -2, -2, -3]"
nape,-2.4,1.0,"[-3, -4, -2, -3, -1, -3, -1, -4, -1, -2]"
selagi,-1.6,1.0,"[-2, -1, 0, 0, -2, -4, -2, -2, -1, -2]"
cacing gila,-3.2,1.0,"[-3, -2, -3, -4, -4, -3, -3, -4, -4, -2]"
eek,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
malesin,-3.2,1.0,"[-4, -3, -2, -2, -4, -2, -4, -4, -3, -4]"
anak bawang,-1.6,1.0,"[-2, -1, -1, 0, -1, -2, -1, -3, -2, -3]"
dinistain,-3.2,1.0,"[-4, -4, -1, -3, -4, -3, -4, -1, -4, -4]"
yahhh,-2.4,1.0,"[-1, -3, -4, -2, -1, -1, -3, -4, -3, -2]"
meloloh,-2.4,1.0,"[-1, -2, -2, -4, -3, -3, -2, -2, -3, -2]"
bokep,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
jahatnya,-3.2,1.0,"[-4, -2, -2, -3, -4, -4, -3, -4, -2, -4]"
seksologis,-1.6,1.0,"[-1, -2, 0, -2, -4, -1, -1, 0, -2, -3]"
claim,-2.4,1.0,"[-3, -3, -3, -2, -2, -2, 0, -1, -4, -4]"
cemberut,-3.2,1.0,"[-3, -2, -4, -2, -4, -4, -2, -4, -3, -4]"
jangann,-2.4,1.0,"[-3, -3, -2, -2, -1, -1, -4, -2, -4, -2]"
gilak,-3.2,1.0,"[-4, -3, -3, -3, -4, -3, -4, -2, -4, -2]"
tergulir,-2.4,1.0,"[-4, -2, -3, -1, -4, -3, -2, -1, -2, -2]"
boros,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berair,-0.8,1.0,"[-2, -2, 1, -2, -1, -3, 0, 0, 1, 0]"
akumah,-2.4,1.0,"[-2, -3, -2, -4, -2, -2, -3, -1, -2, -3]"
goodbye,-2.4,1.0,"[-3, -2, -3, -2, -2, -3, -2, -2, -3, -2]"
meski,-1.6,1.0,"[-3, -1, -2, -2, -1, -1, -2, -1, -1, -2]"
meskipun,-1.6,1.0,"[-1, 0, -3, -3, -3, -3, -2, -1, 0, 0]"
semena,-2.4,1.0,"[-3, -2, -4, -2, -2, -1, -3, -3, -2, -2]"
memanas-manasi,-2.4,1.0,"[-2, -2, -3, -2, -1, -2, -4, -2, -3, -3]"
curcol,-2.4,1.0,"[-3, -1, -3, -2, -2, -3, -3, -2, -3, -2]"
merajam,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kenyataannya,-1.6,1.0,"[0, -3, -2, 0, -1, -2, -3, -2, -2, -1]"
keparat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
linggis,-3.2,1.0,"[-2, -3, -3, -4, -4, -2, -4, -2, -4, -4]"
menghanguskan,-2.4,1.0,"[-2, -3, -4, -2, -3, -2, -1, -3, -2, -2]"
badmood,-3.2,1.0,"[-4, -3, -3, -2, -4, -4, -4, -3, -2, -3]"
die,-3.2,1.0,"[-4, -3, -2, -4, -4, -4, -2, -4, -4, -1]"
malak,-3.2,1.0,"[-4, -4, -4, -3, 0, -4, -3, -4, -4, -2]"
kesiannya,-3.2,1.0,"[-4, -4, -4, -2, -1, -4, -3, -3, -3, -4]"
terpeleset,-3.2,1.0,"[-3, -3, -4, -4, -3, -4, -2, -3, -4, -2]"
terselusur,-2.4,1.0,"[-1, -2, -3, -2, -4, -2, -1, -2, -3, -4]"
ihhhh,-2.4,1.0,"[-2, -3, -4, -3, -2, -1, -1, -4, -2, -2]"
bobroq,-3.2,1.0,"[-2, -3, -4, -3, -4, -2, -3, -3, -4, -4]"
tuyul,-3.2,1.0,"[-3, -2, -4, -1, -4, -3, -4, -4, -3, -4]"
digantung,-2.4,1.0,"[-3, -2, -2, -3, -4, -2, -1, -3, -2, -2]"
pdhal,-1.6,1.0,"[-2, -2, -2, -2, -1, 0, -3, -1, -2, -1]"
kerat,-0.8,1.0,"[-1, 0, -1, -1, -1, 1, -2, 0, -2, -1]"
raiso,-2.4,1.0,"[-4, -2, -2, -3, -1, -2, -3, 0, -4, -3]"
excited,-0.8,1.0,"[-3, -1, -1, -2, 0, -1, 1, 0, -1, 0]"
terguling,-2.4,1.0,"[1, -3, -2, -2, -4, -3, -4, -3, -2, -2]"
ketewasan,-2.4,1.0,"[-2, -2, -4, -3, -1, -2, -2, -2, -3, -3]"
dibalik,-2.4,1.0,"[-2, -4, -2, -3, -3, -1, -4, -2, -1, -2]"
berkemas-kemas,-1.6,1.0,"[0, -1, -3, -1, 0, -1, -3, -1, -2, -4]"
mencari,-2.4,1.0,"[-1, -2, -1, -2, -2, -4, -3, -1, -4, -4]"
menyusut,-1.6,1.0,"[-2, -1, -3, -2, 0, -1, -2, -1, -2, -2]"
becek,-3.2,1.0,"[-4, -4, -1, -1, -4, -4, -4, -2, -4, -4]"
yaudh,-2.4,1.0,"[0, -2, -2, -4, -3, -3, -2, -1, -3, -4]"
jaat,-2.4,1.0,"[-3, -3, -2, -2, -1, -3, -3, -2, -3, -2]"
rentan,-3.2,1.0,"[-3, -4, -2, -3, -4, -2, -3, -3, -4, -4]"
iyasih,-1.6,1.0,"[1, 0, -3, -3, -2, 0, -2, -2, -4, -1]"
rusak binasa,-3.2,1.0,"[-4, -3, -3, -2, -3, -3, -4, -3, -4, -3]"
menyebelahkan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
anjer,-2.4,1.0,"[0, -1, -4, -4, -3, -3, -3, -3, -2, -1]"
alat vital,-1.6,1.0,"[-2, -2, -2, -1, -2, -1, -3, -1, -1, -1]"
gibah,-2.4,1.0,"[-2, -2, -3, -3, -2, -3, -2, -4, -2, -1]"
aurat,-1.6,1.0,"[-2, -2, -3, -2, -2, -1, -2, -1, 0, -1]"
rasain,-2.4,1.0,"[-3, -3, -1, -3, -3, -2, -2, -2, -1, -4]"
alat kelamin,-2.4,1.0,"[0, -2, -4, -3, -2, -4, -2, -3, -3, -1]"
pgen,-0.8,1.0,"[-1, -2, -2, -2, -1, 0, -1, 2, -1, 0]"
kutu busuk,-3.2,1.0,"[-2, -4, -2, -3, -3, -4, -4, -4, -2, -4]"
makelar,-2.4,1.0,"[-3, -4, -1, -3, -3, 0, -3, -2, -2, -3]"
manuver,-2.4,1.0,"[0, -3, -3, -3, -3, -3, -3, -1, -3, -2]"
getir,-3.2,1.0,"[-4, -3, -4, -2, -4, -3, -3, -4, -1, -4]"
memek,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kalah,-3.2,1.0,"[-3, -3, -4, -3, -2, -3, -4, -4, -2, -4]"
tekanan,-2.4,1.0,"[-2, -1, -3, -4, -3, -1, -2, -3, -4, -1]"
mengawasi,-1.6,1.0,"[-4, 0, -2, -2, -1, -2, -1, -1, -1, -2]"
ngesot,-1.6,1.0,"[-2, -2, -2, -2, -1, -1, -1, -2, -1, -2]"
mengidamkan,-1.6,1.0,"[-2, -2, -2, -1, -1, -2, 0, -2, -2, -2]"
sudahlah,-2.4,1.0,"[-4, -2, -2, -2, -3, -2, -2, -3, -2, -2]"
mengesampingkan,-3.2,1.0,"[-3, -3, -4, -3, -1, -4, -4, -4, -4, -2]"
tergelecik,-3.2,1.0,"[-3, -2, -4, -4, -4, -2, -2, -4, -3, -4]"
dilarang,-2.4,1.0,"[-2, -2, -2, -3, -2, -1, -4, -2, -3, -3]"
mainstream,-2.4,1.0,"[-1, -2, -3, -2, -1, -2, -4, -3, -2, -4]"
iyak,-1.6,1.0,"[0, -1, -1, -1, -1, -2, -3, -3, -2, -2]"
pahit,-2.4,1.0,"[-3, -1, -3, -4, -1, -3, -1, -3, -3, -2]"
cacing tambang,-1.6,1.0,"[-3, 1, -1, -1, -1, -3, -2, -3, 1, -4]"
seperti,-0.8,1.0,"[0, 1, -2, 1, -1, -4, -3, 0, 0, 0]"
bertolak,-1.6,1.0,"[-1, 0, 0, -2, -2, -2, -3, -2, -1, -3]"
bini gelap,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
nyolong,-3.2,1.0,"[-3, -4, -2, -4, -3, -4, -2, -4, -4, -2]"
ulah,-2.4,1.0,"[-1, -2, -4, -2, -4, -4, -3, -1, -2, -1]"
mengompori,-3.2,1.0,"[-4, -4, -3, -4, -3, -3, -2, -2, -3, -4]"
yaahh,-2.4,1.0,"[-2, -3, -3, -1, -3, -2, -2, -3, -3, -2]"
jangankan,-2.4,1.0,"[-1, -4, -3, -2, -2, -3, 0, -4, -4, -1]"
lieur,-2.4,1.0,"[-3, -2, -2, -4, -2, -4, -2, -1, -3, -1]"
kena,-2.4,1.0,"[-3, -2, -1, -3, -3, -1, -4, -3, -2, -2]"
menghempaskan,-3.2,1.0,"[-1, -4, -2, -4, -2, -4, -4, -3, -4, -4]"
mengharap,-2.4,1.0,"[-2, -3, -3, -2, -2, -4, -2, -2, -2, -2]"
dahh,-2.4,1.0,"[-3, -1, -2, -3, -2, -3, -1, -4, -3, -2]"
karin,-1.6,1.0,"[-2, -2, -1, -2, -1, -2, -2, -1, -2, -1]"
gblk,-3.2,1.0,"[-4, -4, -4, -3, -2, -3, -4, -2, -4, -2]"
tembakau,-2.4,1.0,"[-3, -1, -2, -3, -2, -1, -2, -4, -3, -3]"
kerjain,-2.4,1.0,"[-1, -1, -3, -2, -2, -3, -3, -4, -3, -2]"
suspend,-2.4,1.0,"[-3, -1, -2, -4, -2, -2, -2, -2, -2, -4]"
mayat,-3.2,1.0,"[-2, -3, -3, -4, -4, -4, -4, -2, -4, -2]"
buah simalakama,-2.4,1.0,"[-2, -2, -1, -3, -3, -3, -3, -3, -3, -1]"
salah langkah,-2.4,1.0,"[-3, -3, -3, -2, -2, -1, -3, -1, -2, -4]"
mumet,-3.2,1.0,"[-4, -3, -4, -3, -3, -2, -3, -3, -4, -3]"
debu,-2.4,1.0,"[-1, -4, -2, -3, -2, -3, -1, -3, -2, -3]"
itunya,-1.6,1.0,"[-2, -1, -2, -1, -2, -3, -1, -3, -1, 0]"
lap kaki,-1.6,1.0,"[-2, -1, -1, -1, -2, -3, -2, 0, -2, -2]"
pedes,-1.6,1.0,"[-1, -4, -2, 0, -2, -1, -2, -1, -2, -1]"
jera,-2.4,1.0,"[-3, -2, -2, -1, -4, -2, -3, -2, -2, -3]"
begak,-2.4,1.0,"[-2, -4, -2, -2, -2, -2, -3, -4, -2, -1]"
tercela,-3.2,1.0,"[-4, -4, -3, -3, -3, -2, -3, -4, -4, -2]"
alone,-2.4,1.0,"[-1, -2, -3, -2, -2, -3, -4, -2, -2, -3]"
muntahan,-3.2,1.0,"[-4, -2, -4, -2, -4, -3, -4, -4, -4, -1]"
bercelah,-2.4,1.0,"[-1, -4, -3, -4, -3, -1, -3, -1, -2, -2]"
menghisap,-0.8,1.0,"[0, 1, -1, -3, -3, -1, -1, -1, 2, -1]"
segitunya,-2.4,1.0,"[-1, -1, -4, -2, -3, -1, -4, -3, -4, -1]"
membidikkan,-1.6,1.0,"[-1, -1, -1, -2, -2, 0, -3, -2, -1, -3]"
stalking,-3.2,1.0,"[-3, -2, -4, -4, -1, -4, -4, -4, -4, -2]"
naudzubillah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
keling,-2.4,1.0,"[-3, -3, -1, -3, -1, -4, -3, -1, -2, -3]"
kencing,-2.4,1.0,"[-2, -4, -1, -3, -2, -3, 0, -2, -4, -3]"
awan kelabu,-2.4,1.0,"[-1, -2, -2, -2, -2, -4, -3, -2, -3, -3]"
gemuruh,-2.4,1.0,"[-2, -1, -3, -2, -1, -3, -3, -2, -3, -4]"
fresh,-1.6,1.0,"[-2, -2, -1, -2, -2, -1, -2, -2, -1, -1]"
semata-mata,-1.6,1.0,"[-4, -1, -3, -2, -2, -1, -1, 0, 0, -2]"
ngeden,-1.6,1.0,"[-2, 1, -2, -2, -3, 0, -2, -1, -3, -2]"
sensi,-3.2,1.0,"[-4, -3, -4, -2, -4, -3, -2, -3, -4, -3]"
menjambret,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
jauhin,-2.4,1.0,"[-3, -4, -2, -2, -1, 0, -4, -3, -3, -2]"
lucunya,-1.6,1.0,"[-4, -2, -1, -2, -1, 0, -1, -3, -1, -1]"
kejedot,-3.2,1.0,"[-4, -4, -4, -4, -3, -2, -3, -4, -2, -2]"
umpatan,-3.2,1.0,"[-4, -1, -4, -4, -2, -4, -3, -4, -3, -3]"
tersangkut,-2.4,1.0,"[-3, -1, -2, -3, -3, -1, -3, -4, -2, -2]"
nyontek,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
rombak,-1.6,1.0,"[-3, -1, -2, -1, -2, -2, 1, -1, -2, -3]"
kecemerlangan,-0.8,1.0,"[-2, -1, 1, -1, 0, 0, -2, -2, 1, -2]"
tersiksa,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
dibeliin,-0.8,1.0,"[0, -1, -1, 1, -1, 1, -1, -2, -2, -2]"
sedihhh,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bersedih,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bongkar,-2.4,1.0,"[-3, -1, -1, -3, -2, -3, -2, -4, -3, -2]"
ngarti,-2.4,1.0,"[-3, -2, -2, -2, -2, -3, -1, -3, -3, -3]"
mencucut,-2.4,1.0,"[-1, -3, -4, -1, -1, -4, -3, -3, -2, -2]"
hutang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gbs,-1.6,1.0,"[-2, -2, -2, -2, -2, -1, -2, -1, -1, -1]"
disalahin,-2.4,1.0,"[-1, -4, -3, -2, -2, -2, -3, -3, -1, -3]"
incess,-2.4,1.0,"[-2, -4, -3, -3, -2, -1, -2, -4, -3, 0]"
kabeh,-1.6,1.0,"[-1, -4, 0, -2, -1, -2, -2, -1, -2, -1]"
kabar angin,-2.4,1.0,"[-1, -4, -3, -2, -4, 0, -2, -2, -2, -4]"
angkot,-0.8,1.0,"[0, -1, -1, -3, -2, 1, -1, -1, 0, 0]"
problem,-3.2,1.0,"[-3, -4, -3, -3, -2, -3, -3, -4, -3, -4]"
yampun,-2.4,1.0,"[-1, -3, -3, -3, -1, -4, -2, -3, -3, -1]"
kesurupan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
komat-kamit,-2.4,1.0,"[-3, -1, -2, -2, -2, -2, -4, -2, -2, -4]"
teror,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pundung,-3.2,1.0,"[-2, -4, -4, -2, -2, -4, -3, -3, -4, -4]"
jadul,-2.4,1.0,"[-2, -2, -1, -3, -4, -1, -3, -4, -2, -2]"
tersungkap,-2.4,1.0,"[-3, -4, -4, -3, -1, -2, -1, -2, -2, -2]"
lengket,-1.6,1.0,"[-1, -1, -1, -2, -2, 0, -1, -3, -2, -3]"
injek,-2.4,1.0,"[-2, -1, -2, -1, -4, -4, -3, -2, -2, -3]"
melarat,-3.2,1.0,"[-3, -4, -2, -4, -3, -4, -4, -3, -4, -1]"
tanah tandus,-2.4,1.0,"[-4, -3, -3, -2, -2, -1, -4, -3, -1, -1]"
menyayat,-3.2,1.0,"[-3, -4, -2, -3, -4, -4, -2, -3, -4, -3]"
kesedihan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
meretek,-2.4,1.0,"[-2, -2, -1, -2, -2, -2, -4, -3, -3, -3]"
coplok,-2.4,1.0,"[-3, -3, -3, -3, -1, -3, -3, -2, -2, -1]"
mengempaskan,-2.4,1.0,"[-2, -1, -3, -3, -1, -3, -2, -4, -1, -4]"
terror,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyandingkan,-1.6,1.0,"[-2, -3, -1, -2, -2, -2, -1, -2, -1, 0]"
ketakutan,-3.2,1.0,"[-4, -2, -4, -2, -3, -3, -4, -4, -4, -2]"
kejepit,-3.2,1.0,"[-3, -4, -4, -2, -3, -3, -2, -4, -4, -3]"
muskil,-1.6,1.0,"[-1, -1, 0, 0, -4, -2, -1, -4, -1, -2]"
aahh,-2.4,1.0,"[-2, -2, -2, -2, -1, -3, -4, -2, -4, -2]"
kedukaan,-3.2,1.0,"[-2, -4, -2, -4, -4, -4, -3, -2, -3, -4]"
kurungan,-3.2,1.0,"[-4, -4, -2, -4, -4, -3, -1, -4, -3, -3]"
memungut,-1.6,1.0,"[0, -2, -2, -3, -3, -1, 1, -1, -2, -3]"
astagfirulloh,-3.2,1.0,"[-3, -4, -3, -4, -4, -4, -4, -1, -3, -2]"
peles,-0.8,1.0,"[2, -2, 0, -1, -2, -1, 0, -1, -1, -2]"
muntah,-2.4,1.0,"[-2, -3, -3, -2, -3, -2, -1, -2, -2, -4]"
rapet,-1.6,1.0,"[-3, -1, -1, -1, -2, -2, -2, -1, -2, -1]"
kedaluwarsa,-2.4,1.0,"[-2, -4, -3, 0, -2, -2, -2, -2, -3, -4]"
kocak,-1.6,1.0,"[-1, -1, -2, -3, -3, -1, 0, -3, -1, -1]"
