no,timestamp,teks,teks_casefold,teks_token,teks_stopword,teks_stemming,teks_final
8859,2018-12-08T10:36:11.000Z,Hari ini kami tim IKa Indonesia untuk Kemanusiaan melakukan pawai akbar bersama para perempuan dari organisasi di taman aspirasi depan Istana Jakarta Kami menuntut DPR RI untuk segera mengesahkan Rancangan Undang Undang Penghapusan Kekerasan Seksual,hari ini kami tim ika indonesia untuk kemanusiaan melakukan pawai akbar bersama para perempuan dari organisasi di taman aspirasi depan istana jakarta kami menuntut dpr ri untuk segera mengesahkan rancangan undang undang penghapusan kekerasan seksual,"['hari', 'ini', 'kami', 'tim', 'ika', 'indonesia', 'untuk', 'kemanusiaan', 'melakukan', 'pawai', 'akbar', 'bersama', 'para', 'perempuan', 'dari', 'organisasi', 'di', 'taman', 'aspirasi', 'depan', 'istana', 'jakarta', 'kami', 'menuntut', 'dpr', 'ri', 'untuk', 'segera', 'mengesahkan', 'rancangan', 'undang', 'undang', 'penghapusan', 'kekerasan', 'seksual']","['tim', 'ika', 'indonesia', 'kemanusiaan', 'pawai', 'akbar', 'perempuan', 'organisasi', 'taman', 'aspirasi', 'istana', 'jakarta', 'menuntut', 'dpr', 'ri', 'mengesahkan', 'rancangan', 'undang', 'undang', 'penghapusan', 'kekerasan', 'seksual']","['tim', 'ika', 'indonesia', 'manusia', 'pawai', 'akbar', 'perempuan', 'organisasi', 'taman', 'aspirasi', 'istana', 'jakarta', 'tuntut', 'dpr', 'ri', 'kesah', 'rancang', 'undang', 'undang', 'hapus', 'keras', 'seksual']",tim ika indonesia manusia pawai akbar perempuan organisasi taman aspirasi istana jakarta tuntut dpr ri kesah rancang undang undang hapus keras seksual
8860,2018-12-08T09:41:37.000Z,Ya belum pernah aju dengar itu audit penggunaan dana reses anggota DPR apa tidak pernah diumumkan secara terbuka atau memang cuma saya nda dengar ya,ya belum pernah aju dengar itu audit penggunaan dana reses anggota dpr apa tidak pernah diumumkan secara terbuka atau memang cuma saya nda dengar ya,"['ya', 'belum', 'pernah', 'aju', 'dengar', 'itu', 'audit', 'penggunaan', 'dana', 'reses', 'anggota', 'dpr', 'apa', 'tidak', 'pernah', 'diumumkan', 'secara', 'terbuka', 'atau', 'memang', 'cuma', 'saya', 'nda', 'dengar', 'ya']","['ya', 'aju', 'dengar', 'audit', 'penggunaan', 'dana', 'reses', 'anggota', 'dpr', 'diumumkan', 'terbuka', 'nda', 'dengar', 'ya']","['ya', 'aju', 'dengar', 'audit', 'guna', 'dana', 'reses', 'anggota', 'dpr', 'umum', 'buka', 'nda', 'dengar', 'ya']",ya aju dengar audit guna dana reses anggota dpr umum buka nda dengar ya
8861,2018-12-08T07:41:39.000Z,Repost from by Hari ini kita bicara seperti apa anggota DPR Wakil Rakyat perform di DPR integritas itu being honest Jadi kalau ada undang undang di DPR itu,repost from by hari ini kita bicara seperti apa anggota dpr wakil rakyat perform di dpr integritas itu being honest jadi kalau ada undang undang di dpr itu,"['repost', 'from', 'by', 'hari', 'ini', 'kita', 'bicara', 'seperti', 'apa', 'anggota', 'dpr', 'wakil', 'rakyat', 'perform', 'di', 'dpr', 'integritas', 'itu', 'being', 'honest', 'jadi', 'kalau', 'ada', 'undang', 'undang', 'di', 'dpr', 'itu']","['repost', 'from', 'by', 'bicara', 'anggota', 'dpr', 'wakil', 'rakyat', 'perform', 'dpr', 'integritas', 'being', 'honest', 'undang', 'undang', 'dpr']","['repost', 'from', 'by', 'bicara', 'anggota', 'dpr', 'wakil', 'rakyat', 'perform', 'dpr', 'integritas', 'being', 'honest', 'undang', 'undang', 'dpr']",repost from by bicara anggota dpr wakil rakyat perform dpr integritas being honest undang undang dpr
8862,2018-12-08T06:04:46.000Z,Meskipun tidak bisa hadir pada Pawai pagi ini dalam spirit dan doa ayo dukung terus GerakBersama mendorong segera disahkannya RUU Penghapusan Kekerasan Seksual DPR RI Gerak Cepat! HAKTP DaysOfActivism HearMeToo,meskipun tidak bisa hadir pada pawai pagi ini dalam spirit dan doa ayo dukung terus gerakbersama mendorong segera disahkannya ruu penghapusan kekerasan seksual dpr ri gerak cepat! haktp daysofactivism hearmetoo,"['meskipun', 'tidak', 'bisa', 'hadir', 'pada', 'pawai', 'pagi', 'ini', 'dalam', 'spirit', 'dan', 'doa', 'ayo', 'dukung', 'terus', 'gerakbersama', 'mendorong', 'segera', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'dpr', 'ri', 'gerak', 'cepat', '!', 'haktp', 'daysofactivism', 'hearmetoo']","['hadir', 'pawai', 'pagi', 'spirit', 'doa', 'ayo', 'dukung', 'gerakbersama', 'mendorong', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'dpr', 'ri', 'gerak', 'cepat', '!', 'haktp', 'daysofactivism', 'hearmetoo']","['hadir', 'pawai', 'pagi', 'spirit', 'doa', 'ayo', 'dukung', 'gerakbersama', 'dorong', 'sah', 'ruu', 'hapus', 'keras', 'seksual', 'dpr', 'ri', 'gerak', 'cepat', '', 'haktp', 'daysofactivism', 'hearmetoo']",hadir pawai pagi spirit doa ayo dukung gerakbersama dorong sah ruu hapus keras seksual dpr ri gerak cepat  haktp daysofactivism hearmetoo
8863,2018-12-08T05:56:55.000Z,Bersama ratusan Ibu Perempuan hebat bersolidaritas mendukung perjuangan untuk RUU Penghapusan Kekerasan Seksual segera disah kan oleh SahkanRUUPKS sekarang juga !,bersama ratusan ibu perempuan hebat bersolidaritas mendukung perjuangan untuk ruu penghapusan kekerasan seksual segera disah kan oleh sahkanruupks sekarang juga !,"['bersama', 'ratusan', 'ibu', 'perempuan', 'hebat', 'bersolidaritas', 'mendukung', 'perjuangan', 'untuk', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'segera', 'disah', 'kan', 'oleh', 'sahkanruupks', 'sekarang', 'juga', '!']","['ratusan', 'perempuan', 'hebat', 'bersolidaritas', 'mendukung', 'perjuangan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'disah', 'sahkanruupks', '!']","['ratus', 'perempuan', 'hebat', 'solidaritas', 'dukung', 'juang', 'ruu', 'hapus', 'keras', 'seksual', 'sah', 'sahkanruupks', '']",ratus perempuan hebat solidaritas dukung juang ruu hapus keras seksual sah sahkanruupks 
8864,2018-12-08T05:44:51.000Z,Yang lebih penting dari politik adalah kemanusiaan Yuk kita semua DORONG dpr_ri segera membahas dan mengesahkan RUU Penghapusan Kekerasan,yang lebih penting dari politik adalah kemanusiaan yuk kita semua dorong dpr_ri segera membahas dan mengesahkan ruu penghapusan kekerasan,"['yang', 'lebih', 'penting', 'dari', 'politik', 'adalah', 'kemanusiaan', 'yuk', 'kita', 'semua', 'dorong', 'dpr_ri', 'segera', 'membahas', 'dan', 'mengesahkan', 'ruu', 'penghapusan', 'kekerasan']","['politik', 'kemanusiaan', 'yuk', 'dorong', 'dpr_ri', 'membahas', 'mengesahkan', 'ruu', 'penghapusan', 'kekerasan']","['politik', 'manusia', 'yuk', 'dorong', 'dpr ri', 'bahas', 'kesah', 'ruu', 'hapus', 'keras']",politik manusia yuk dorong dpr ri bahas kesah ruu hapus keras
8865,2018-12-08T05:19:57.000Z,Tolong udah tahun nih segera disah kan ruu penghapusan kekerasan seksualnya Indonesia udah darurat kekerasan seksual gerakbersama lawankekerasanseksual SahkanRUUPKS,tolong udah tahun nih segera disah kan ruu penghapusan kekerasan seksualnya indonesia udah darurat kekerasan seksual gerakbersama lawankekerasanseksual sahkanruupks,"['tolong', 'udah', 'tahun', 'nih', 'segera', 'disah', 'kan', 'ruu', 'penghapusan', 'kekerasan', 'seksualnya', 'indonesia', 'udah', 'darurat', 'kekerasan', 'seksual', 'gerakbersama', 'lawankekerasanseksual', 'sahkanruupks']","['tolong', 'udah', 'disah', 'ruu', 'penghapusan', 'kekerasan', 'seksualnya', 'indonesia', 'udah', 'darurat', 'kekerasan', 'seksual', 'gerakbersama', 'lawankekerasanseksual', 'sahkanruupks']","['tolong', 'udah', 'sah', 'ruu', 'hapus', 'keras', 'seksual', 'indonesia', 'udah', 'darurat', 'keras', 'seksual', 'gerakbersama', 'lawankekerasanseksual', 'sahkanruupks']",tolong udah sah ruu hapus keras seksual indonesia udah darurat keras seksual gerakbersama lawankekerasanseksual sahkanruupks
8866,2018-12-08T04:56:10.000Z,Para peserta Pawai Akbar GerakBersama utk menuntut segera disahkannya RUU Penghapusan Kekerasan Seksual menandatangani petisi Menuntut utk segera mengesahkan RUU PKS !!,para peserta pawai akbar gerakbersama utk menuntut segera disahkannya ruu penghapusan kekerasan seksual menandatangani petisi menuntut utk segera mengesahkan ruu pks !!,"['para', 'peserta', 'pawai', 'akbar', 'gerakbersama', 'utk', 'menuntut', 'segera', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'menandatangani', 'petisi', 'menuntut', 'utk', 'segera', 'mengesahkan', 'ruu', 'pks', '!', '!']","['peserta', 'pawai', 'akbar', 'gerakbersama', 'menuntut', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'menandatangani', 'petisi', 'menuntut', 'mengesahkan', 'ruu', 'pks', '!', '!']","['serta', 'pawai', 'akbar', 'gerakbersama', 'tuntut', 'sah', 'ruu', 'hapus', 'keras', 'seksual', 'menandatangani', 'petisi', 'tuntut', 'kesah', 'ruu', 'pks', '', '']",serta pawai akbar gerakbersama tuntut sah ruu hapus keras seksual menandatangani petisi tuntut kesah ruu pks  
8867,2018-12-08T04:50:57.000Z,Paslon No sudah banyak yg jagain Pak Prabowo tapi politik tidak demikian Konstitusi mengharuskan Wakil Rakyat menjaga dan mengawal kinerja pemerintah Begitu pun kebijakan Ulama bisa menyarankan yg membuat tetap Pemerintah dan DPR,paslon no sudah banyak yg jagain pak prabowo tapi politik tidak demikian konstitusi mengharuskan wakil rakyat menjaga dan mengawal kinerja pemerintah begitu pun kebijakan ulama bisa menyarankan yg membuat tetap pemerintah dan dpr,"['paslon', 'no', 'sudah', 'banyak', 'yg', 'jagain', 'pak', 'prabowo', 'tapi', 'politik', 'tidak', 'demikian', 'konstitusi', 'mengharuskan', 'wakil', 'rakyat', 'menjaga', 'dan', 'mengawal', 'kinerja', 'pemerintah', 'begitu', 'pun', 'kebijakan', 'ulama', 'bisa', 'menyarankan', 'yg', 'membuat', 'tetap', 'pemerintah', 'dan', 'dpr']","['paslon', 'no', 'jagain', 'prabowo', 'politik', 'konstitusi', 'mengharuskan', 'wakil', 'rakyat', 'menjaga', 'mengawal', 'kinerja', 'pemerintah', 'kebijakan', 'ulama', 'menyarankan', 'pemerintah', 'dpr']","['paslon', 'no', 'jagain', 'prabowo', 'politik', 'konstitusi', 'harus', 'wakil', 'rakyat', 'jaga', 'awal', 'kerja', 'perintah', 'bijak', 'ulama', 'saran', 'perintah', 'dpr']",paslon no jagain prabowo politik konstitusi harus wakil rakyat jaga awal kerja perintah bijak ulama saran perintah dpr
8868,2018-12-08T04:37:17.000Z,ya pak apakah spt ini dibenarkan oleh undang undang mhn penjelasan cc,ya pak apakah spt ini dibenarkan oleh undang undang mhn penjelasan cc,"['ya', 'pak', 'apakah', 'spt', 'ini', 'dibenarkan', 'oleh', 'undang', 'undang', 'mhn', 'penjelasan', 'cc']","['ya', 'spt', 'dibenarkan', 'undang', 'undang', 'mhn', 'penjelasan', 'cc']","['ya', 'spt', 'benar', 'undang', 'undang', 'mhn', 'jelas', 'cc']",ya spt benar undang undang mhn jelas cc
8869,2018-12-07T21:28:25.000Z,Smua yg lg kuasa seenak jidat bikin aturan t co epjSjw,smua yg lg kuasa seenak jidat bikin aturan t co epjsjw,"['smua', 'yg', 'lg', 'kuasa', 'seenak', 'jidat', 'bikin', 'aturan', 't', 'co', 'epjsjw']","['smua', 'kuasa', 'seenak', 'jidat', 'bikin', 'aturan', 't', 'co', 'epjsjw']","['smua', 'kuasa', 'enak', 'jidat', 'bikin', 'atur', 't', 'co', 'epjsjw']",smua kuasa enak jidat bikin atur t co epjsjw
8870,2018-12-08T03:34:11.000Z,Bagaiamana perempuan berpakaian bukanlah undangan pelecehan seksual dan BUKAN PERSETUJUAN bagi terjadinya kekerasan seksual GerakBersama menuntut segera disahkannya RUU Penghapusan Kekerasan Seksual oleh,bagaiamana perempuan berpakaian bukanlah undangan pelecehan seksual dan bukan persetujuan bagi terjadinya kekerasan seksual gerakbersama menuntut segera disahkannya ruu penghapusan kekerasan seksual oleh,"['bagaiamana', 'perempuan', 'berpakaian', 'bukanlah', 'undangan', 'pelecehan', 'seksual', 'dan', 'bukan', 'persetujuan', 'bagi', 'terjadinya', 'kekerasan', 'seksual', 'gerakbersama', 'menuntut', 'segera', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'oleh']","['bagaiamana', 'perempuan', 'berpakaian', 'undangan', 'pelecehan', 'seksual', 'persetujuan', 'kekerasan', 'seksual', 'gerakbersama', 'menuntut', 'disahkannya', 'ruu', 'penghapusan', 'kekerasan', 'seksual']","['bagaiamana', 'perempuan', 'pakai', 'undang', 'leceh', 'seksual', 'tuju', 'keras', 'seksual', 'gerakbersama', 'tuntut', 'sah', 'ruu', 'hapus', 'keras', 'seksual']",bagaiamana perempuan pakai undang leceh seksual tuju keras seksual gerakbersama tuntut sah ruu hapus keras seksual
8871,2018-12-07T19:06:24.000Z,jokowiperiode indonesiamaju WinterIsComing RT heniunique Ibu AlissaWahid putri Gus Dur mengajak kita semua DORONG DPR_RI segera membahas dan mengesahkan RUU Penghapusan Kekerasan Seksual Pawai Des Sarinah Taman Aspirasi SahkanRUUPKS S,jokowiperiode indonesiamaju winteriscoming rt heniunique ibu alissawahid putri gus dur mengajak kita semua dorong dpr_ri segera membahas dan mengesahkan ruu penghapusan kekerasan seksual pawai des sarinah taman aspirasi sahkanruupks s,"['jokowiperiode', 'indonesiamaju', 'winteriscoming', 'rt', 'heniunique', 'ibu', 'alissawahid', 'putri', 'gus', 'dur', 'mengajak', 'kita', 'semua', 'dorong', 'dpr_ri', 'segera', 'membahas', 'dan', 'mengesahkan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'pawai', 'des', 'sarinah', 'taman', 'aspirasi', 'sahkanruupks', 's']","['jokowiperiode', 'indonesiamaju', 'winteriscoming', 'rt', 'heniunique', 'alissawahid', 'putri', 'gus', 'dur', 'mengajak', 'dorong', 'dpr_ri', 'membahas', 'mengesahkan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'pawai', 'des', 'sarinah', 'taman', 'aspirasi', 'sahkanruupks', 's']","['jokowiperiode', 'indonesiamaju', 'winteriscoming', 'rt', 'heniunique', 'alissawahid', 'putri', 'gus', 'dur', 'ajak', 'dorong', 'dpr ri', 'bahas', 'kesah', 'ruu', 'hapus', 'keras', 'seksual', 'pawai', 'des', 'sarinah', 'taman', 'aspirasi', 'sahkanruupks', 's']",jokowiperiode indonesiamaju winteriscoming rt heniunique alissawahid putri gus dur ajak dorong dpr ri bahas kesah ruu hapus keras seksual pawai des sarinah taman aspirasi sahkanruupks s
8872,2018-12-07T16:30:26.000Z,trlalu bnyak alasan trlalu beralibi terlalu sering juga Kepala PLN ni diganti hasilnya besar ini cerminan orang nomer satu dan wakil rakyat yg diparlemen ada apa kebijakan mereka??? Kita hidup ditanah surga dengan APBD melimpah dari hasil alamnya GANTIperadaban,trlalu bnyak alasan trlalu beralibi terlalu sering juga kepala pln ni diganti hasilnya besar ini cerminan orang nomer satu dan wakil rakyat yg diparlemen ada apa kebijakan mereka??? kita hidup ditanah surga dengan apbd melimpah dari hasil alamnya gantiperadaban,"['trlalu', 'bnyak', 'alasan', 'trlalu', 'beralibi', 'terlalu', 'sering', 'juga', 'kepala', 'pln', 'ni', 'diganti', 'hasilnya', 'besar', 'ini', 'cerminan', 'orang', 'nomer', 'satu', 'dan', 'wakil', 'rakyat', 'yg', 'diparlemen', 'ada', 'apa', 'kebijakan', 'mereka', '?', '?', '?', 'kita', 'hidup', 'ditanah', 'surga', 'dengan', 'apbd', 'melimpah', 'dari', 'hasil', 'alamnya', 'gantiperadaban']","['trlalu', 'bnyak', 'alasan', 'trlalu', 'beralibi', 'kepala', 'pln', 'ni', 'diganti', 'hasilnya', 'cerminan', 'orang', 'nomer', 'wakil', 'rakyat', 'diparlemen', 'kebijakan', '?', '?', '?', 'hidup', 'ditanah', 'surga', 'apbd', 'melimpah', 'hasil', 'alamnya', 'gantiperadaban']","['trlalu', 'bnyak', 'alas', 'trlalu', 'alibi', 'kepala', 'pln', 'ni', 'ganti', 'hasil', 'cermin', 'orang', 'nomer', 'wakil', 'rakyat', 'parlemen', 'bijak', '', '', '', 'hidup', 'tanah', 'surga', 'apbd', 'limpah', 'hasil', 'alam', 'gantiperadaban']",trlalu bnyak alas trlalu alibi kepala pln ni ganti hasil cermin orang nomer wakil rakyat parlemen bijak    hidup tanah surga apbd limpah hasil alam gantiperadaban
8873,2018-12-07T14:40:38.000Z,Tahun lalu anggaran DPR RI itu Rp triliun tahun ini Rp triliun Kita bego begoan saja deh dengan biaya Rp triliun kok cuma Undang Undang? ujar Sigit benar gak ? Kerja kok makan gaji buta doang,tahun lalu anggaran dpr ri itu rp triliun tahun ini rp triliun kita bego begoan saja deh dengan biaya rp triliun kok cuma undang undang? ujar sigit benar gak ? kerja kok makan gaji buta doang,"['tahun', 'lalu', 'anggaran', 'dpr', 'ri', 'itu', 'rp', 'triliun', 'tahun', 'ini', 'rp', 'triliun', 'kita', 'bego', 'begoan', 'saja', 'deh', 'dengan', 'biaya', 'rp', 'triliun', 'kok', 'cuma', 'undang', 'undang', '?', 'ujar', 'sigit', 'benar', 'gak', '?', 'kerja', 'kok', 'makan', 'gaji', 'buta', 'doang']","['anggaran', 'dpr', 'ri', 'rp', 'triliun', 'rp', 'triliun', 'bego', 'begoan', 'deh', 'biaya', 'rp', 'triliun', 'undang', 'undang', '?', 'sigit', 'gak', '?', 'kerja', 'makan', 'gaji', 'buta', 'doang']","['anggar', 'dpr', 'ri', 'rp', 'triliun', 'rp', 'triliun', 'bego', 'bego', 'deh', 'biaya', 'rp', 'triliun', 'undang', 'undang', '', 'sigit', 'gak', '', 'kerja', 'makan', 'gaji', 'buta', 'doang']",anggar dpr ri rp triliun rp triliun bego bego deh biaya rp triliun undang undang  sigit gak  kerja makan gaji buta doang
8874,2018-12-07T14:18:44.000Z,Nah ini adalah produk undang undang dan Temuan Audit Investigasi adalah atas permintaan Pansus Untuk diketahui Rekomendasi kepada Pemerintah merupakan hal mutlak yg hrs disampaikan untuk ditindaklanjuti,nah ini adalah produk undang undang dan temuan audit investigasi adalah atas permintaan pansus untuk diketahui rekomendasi kepada pemerintah merupakan hal mutlak yg hrs disampaikan untuk ditindaklanjuti,"['nah', 'ini', 'adalah', 'produk', 'undang', 'undang', 'dan', 'temuan', 'audit', 'investigasi', 'adalah', 'atas', 'permintaan', 'pansus', 'untuk', 'diketahui', 'rekomendasi', 'kepada', 'pemerintah', 'merupakan', 'hal', 'mutlak', 'yg', 'hrs', 'disampaikan', 'untuk', 'ditindaklanjuti']","['produk', 'undang', 'undang', 'temuan', 'audit', 'investigasi', 'permintaan', 'pansus', 'rekomendasi', 'pemerintah', 'mutlak', 'hrs', 'ditindaklanjuti']","['produk', 'undang', 'undang', 'temu', 'audit', 'investigasi', 'minta', 'pansus', 'rekomendasi', 'perintah', 'mutlak', 'hrs', 'ditindaklanjuti']",produk undang undang temu audit investigasi minta pansus rekomendasi perintah mutlak hrs ditindaklanjuti
8875,2018-12-07T12:30:55.000Z,Pengesahan RUU Penghapusan Kekerasan Seksual terancam gagal lagi mari terlibat di pawai terbuka menuntut DPR RI mempercepat proses pembahasan BESOK berkumpul di parkiran Sarinah pukul pagi!,pengesahan ruu penghapusan kekerasan seksual terancam gagal lagi mari terlibat di pawai terbuka menuntut dpr ri mempercepat proses pembahasan besok berkumpul di parkiran sarinah pukul pagi!,"['pengesahan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'terancam', 'gagal', 'lagi', 'mari', 'terlibat', 'di', 'pawai', 'terbuka', 'menuntut', 'dpr', 'ri', 'mempercepat', 'proses', 'pembahasan', 'besok', 'berkumpul', 'di', 'parkiran', 'sarinah', 'pukul', 'pagi', '!']","['pengesahan', 'ruu', 'penghapusan', 'kekerasan', 'seksual', 'terancam', 'gagal', 'mari', 'terlibat', 'pawai', 'terbuka', 'menuntut', 'dpr', 'ri', 'mempercepat', 'proses', 'pembahasan', 'besok', 'berkumpul', 'parkiran', 'sarinah', 'pagi', '!']","['kesah', 'ruu', 'hapus', 'keras', 'seksual', 'ancam', 'gagal', 'mari', 'libat', 'pawai', 'buka', 'tuntut', 'dpr', 'ri', 'cepat', 'proses', 'bahas', 'besok', 'kumpul', 'parkir', 'sarinah', 'pagi', '']",kesah ruu hapus keras seksual ancam gagal mari libat pawai buka tuntut dpr ri cepat proses bahas besok kumpul parkir sarinah pagi 
8876,2018-12-07T12:17:07.000Z,VIDEO Setiap RUU Dibahas Oleh DPR RI Bersama Presiden Pemerintah Untuk Mendapatkan Persetujuan Bersama KenalDPR FungsiLegislasi,video setiap ruu dibahas oleh dpr ri bersama presiden pemerintah untuk mendapatkan persetujuan bersama kenaldpr fungsilegislasi,"['video', 'setiap', 'ruu', 'dibahas', 'oleh', 'dpr', 'ri', 'bersama', 'presiden', 'pemerintah', 'untuk', 'mendapatkan', 'persetujuan', 'bersama', 'kenaldpr', 'fungsilegislasi']","['video', 'ruu', 'dibahas', 'dpr', 'ri', 'presiden', 'pemerintah', 'persetujuan', 'kenaldpr', 'fungsilegislasi']","['video', 'ruu', 'bahas', 'dpr', 'ri', 'presiden', 'perintah', 'tuju', 'kenaldpr', 'fungsilegislasi']",video ruu bahas dpr ri presiden perintah tuju kenaldpr fungsilegislasi
8877,2018-12-07T09:47:17.000Z,Komnas Perempuan mendesak DPR RI untuk segera mengesahkan RUU PKS lewat pawai akbar yang akan dilaksanakan Desember Mereka meminta payung hukum yang memadai untuk perlindungan korban dan pencegahan kekerasan seksual secara komprehensif LawanKekerasan lawan kekerasan,komnas perempuan mendesak dpr ri untuk segera mengesahkan ruu pks lewat pawai akbar yang akan dilaksanakan desember mereka meminta payung hukum yang memadai untuk perlindungan korban dan pencegahan kekerasan seksual secara komprehensif lawankekerasan lawan kekerasan,"['komnas', 'perempuan', 'mendesak', 'dpr', 'ri', 'untuk', 'segera', 'mengesahkan', 'ruu', 'pks', 'lewat', 'pawai', 'akbar', 'yang', 'akan', 'dilaksanakan', 'desember', 'mereka', 'meminta', 'payung', 'hukum', 'yang', 'memadai', 'untuk', 'perlindungan', 'korban', 'dan', 'pencegahan', 'kekerasan', 'seksual', 'secara', 'komprehensif', 'lawankekerasan', 'lawan', 'kekerasan']","['komnas', 'perempuan', 'mendesak', 'dpr', 'ri', 'mengesahkan', 'ruu', 'pks', 'pawai', 'akbar', 'dilaksanakan', 'desember', 'payung', 'hukum', 'memadai', 'perlindungan', 'korban', 'pencegahan', 'kekerasan', 'seksual', 'komprehensif', 'lawankekerasan', 'lawan', 'kekerasan']","['komnas', 'perempuan', 'desak', 'dpr', 'ri', 'kesah', 'ruu', 'pks', 'pawai', 'akbar', 'laksana', 'desember', 'payung', 'hukum', 'pada', 'lindung', 'korban', 'cegah', 'keras', 'seksual', 'komprehensif', 'lawankekerasan', 'lawan', 'keras']",komnas perempuan desak dpr ri kesah ruu pks pawai akbar laksana desember payung hukum pada lindung korban cegah keras seksual komprehensif lawankekerasan lawan keras
8878,2018-12-07T09:26:39.000Z,Naah KEDOK ini yang Harus dibuka secara Transparan Siklus Aliran Dana Peruntukannya Legal Standing UU Peraturan Apa?? Karena Banyak Kebijakan BerKedok utk Kepentingan Rezim BPJSKesehatan,naah kedok ini yang harus dibuka secara transparan siklus aliran dana peruntukannya legal standing uu peraturan apa?? karena banyak kebijakan berkedok utk kepentingan rezim bpjskesehatan,"['naah', 'kedok', 'ini', 'yang', 'harus', 'dibuka', 'secara', 'transparan', 'siklus', 'aliran', 'dana', 'peruntukannya', 'legal', 'standing', 'uu', 'peraturan', 'apa', '?', '?', 'karena', 'banyak', 'kebijakan', 'berkedok', 'utk', 'kepentingan', 'rezim', 'bpjskesehatan']","['naah', 'kedok', 'dibuka', 'transparan', 'siklus', 'aliran', 'dana', 'peruntukannya', 'legal', 'standing', 'uu', 'peraturan', '?', '?', 'kebijakan', 'berkedok', 'kepentingan', 'rezim', 'bpjskesehatan']","['naah', 'kedok', 'buka', 'transparan', 'siklus', 'alir', 'dana', 'untuk', 'legal', 'standing', 'uu', 'atur', '', '', 'bijak', 'kedok', 'penting', 'rezim', 'bpjskesehatan']",naah kedok buka transparan siklus alir dana untuk legal standing uu atur   bijak kedok penting rezim bpjskesehatan
8879,2018-12-07T09:08:28.000Z,Siapa bilang anggota DPR kalau Reses cuman sekedar jalan jalan aja? Buktinya ada loh hasil nyata dari kegiatan tersebut Kali ini DengerinDong bareng ngikutin Ketua DPR RI Bambang Soesatyo turun ke dapil Jawa Tengah Tonton di sini,siapa bilang anggota dpr kalau reses cuman sekedar jalan jalan aja? buktinya ada loh hasil nyata dari kegiatan tersebut kali ini dengerindong bareng ngikutin ketua dpr ri bambang soesatyo turun ke dapil jawa tengah tonton di sini,"['siapa', 'bilang', 'anggota', 'dpr', 'kalau', 'reses', 'cuman', 'sekedar', 'jalan', 'jalan', 'aja', '?', 'buktinya', 'ada', 'loh', 'hasil', 'nyata', 'dari', 'kegiatan', 'tersebut', 'kali', 'ini', 'dengerindong', 'bareng', 'ngikutin', 'ketua', 'dpr', 'ri', 'bambang', 'soesatyo', 'turun', 'ke', 'dapil', 'jawa', 'tengah', 'tonton', 'di', 'sini']","['bilang', 'anggota', 'dpr', 'reses', 'cuman', 'sekedar', 'jalan', 'jalan', '?', 'buktinya', 'loh', 'hasil', 'nyata', 'kegiatan', 'kali', 'dengerindong', 'bareng', 'ngikutin', 'ketua', 'dpr', 'ri', 'bambang', 'soesatyo', 'turun', 'dapil', 'jawa', 'tonton']","['bilang', 'anggota', 'dpr', 'reses', 'cuman', 'dar', 'jalan', 'jalan', '', 'bukti', 'loh', 'hasil', 'nyata', 'giat', 'kali', 'dengerindong', 'bareng', 'ngikutin', 'ketua', 'dpr', 'ri', 'bambang', 'soesatyo', 'turun', 'dapil', 'jawa', 'tonton']",bilang anggota dpr reses cuman dar jalan jalan  bukti loh hasil nyata giat kali dengerindong bareng ngikutin ketua dpr ri bambang soesatyo turun dapil jawa tonton
8880,2018-12-07T07:35:08.000Z,KPK mengusulkan agar anggota DPR tidak digaji jika tidak selesai selesai bahas Rancangan Undang Undang ikuti polling dibawah ini,kpk mengusulkan agar anggota dpr tidak digaji jika tidak selesai selesai bahas rancangan undang undang ikuti polling dibawah ini,"['kpk', 'mengusulkan', 'agar', 'anggota', 'dpr', 'tidak', 'digaji', 'jika', 'tidak', 'selesai', 'selesai', 'bahas', 'rancangan', 'undang', 'undang', 'ikuti', 'polling', 'dibawah', 'ini']","['kpk', 'mengusulkan', 'anggota', 'dpr', 'digaji', 'selesai', 'selesai', 'bahas', 'rancangan', 'undang', 'undang', 'ikuti', 'polling', 'dibawah']","['kpk', 'usul', 'anggota', 'dpr', 'gaji', 'selesai', 'selesai', 'bahas', 'rancang', 'undang', 'undang', 'ikut', 'polling', 'bawah']",kpk usul anggota dpr gaji selesai selesai bahas rancang undang undang ikut polling bawah
