no,timestamp,teks,teks_lengthening
8523,2017-01-03T23:42:26.000Z,Radio ANDIKA Komisi X DPR RI meminta segala kebijakan yang diambil Kementerian Pendidikan dan Kebudayaan,Radio ANDIKA Komisi X DPR RI meminta segala kebijakan yang diambil Kementerian Pendidikan dan Kebudayaan
8524,2017-01-03T18:37:32.000Z,aneh kebijakan pemerintah gak ada yg bener di mata anda wakil rakyat yg terhormat,aneh kebijakan pemerintah gak ada yg bener di mata anda wakil rakyat yg terhormat
8525,2017-01-03T13:17:14.000Z,Kebijakan PemblokiranMedia harus dijalankan secara transparan serta harus melalui mekanisme dan prosedur yang telah ditetapkan,Kebijakan PemblokiranMedia harus dijalankan secara transparan serta harus melalui mekanisme dan prosedur yang telah ditetapkan
8526,2017-01-03T06:42:02.000Z,Live Reses titik ke Rieke Diah Pitaloka Anggota Komisi VI terjun langsung bertemu dg warga Desa Cicinde Utara cc,Live Reses titik ke Rieke Diah Pitaloka Anggota Komisi VI terjun langsung bertemu dg warga Desa Cicinde Utara cc
8527,2017-01-03T06:35:51.000Z,Live Reses Rieke Diah Pitaloka Anggota Komisi VI titik bertemu warga Desa Sarimulya Karawang,Live Reses Rieke Diah Pitaloka Anggota Komisi VI titik bertemu warga Desa Sarimulya Karawang
8528,2017-01-03T05:01:01.000Z,DPR RI sahkan UU Jasa Konstruksi baru gantikan UU lama yg sdh berlaku thn Klik KaleidoskopPUPR InfoPUPR,DPR RI sahkan UU Jasa Konstruksi baru gantikan UU lama yg sdh berlaku thn Klik KaleidoskopPUPR InfoPUPR
8529,2017-01-03T03:59:18.000Z,Cyber Pembela Islam Anggota Komisi I DPR RI Biem Benyamin mengatakan setelah Komisi I DPR RI menjalani reses,Cyber Pembela Islam Anggota Komisi I DPR RI Biem Benyamin mengatakan setelah Komisi I DPR RI menjalani reses
8530,2017-01-03T02:27:58.000Z,waktu reses jangan di pakai berwisata keluarga waktu sidang jangan di pake molor,waktu reses jangan di pakai berwisata keluarga waktu sidang jangan di pake molor
8531,2017-01-03T01:53:05.000Z,Masa Reses DPR akan berlangsung hingga Januari Masa Persidangan selanjutnya akan dibuka pada Januari dalam Rapat Paripurna,Masa Reses DPR akan berlangsung hingga Januari Masa Persidangan selanjutnya akan dibuka pada Januari dalam Rapat Paripurna
8532,2017-01-03T01:42:53.000Z,Selamat pagi Indonesia Saat ini DPR RI masih dalam Masa Reses ayo gunakan untuk menyampaikan aspirasi secara langsung kepada Anggota DPR,Selamat pagi Indonesia Saat ini DPR RI masih dalam Masa Reses ayo gunakan untuk menyampaikan aspirasi secara langsung kepada Anggota DPR
8533,2017-01-02T23:13:28.000Z,slmt pg indonesia berani gk ya DPR RI membuat UNDANG UNDANG yg melarang AGAMA di bawa bawa untuk memenangkan pemilu pilkada go,slmt pg indonesia berani gk ya DPR RI membuat UNDANG UNDANG yg melarang AGAMA di bawa bawa untuk memenangkan pemilu pilkada go
8534,2017-01-02T23:03:10.000Z,Anggota DPR Kenaikan Biaya STNK Perpanjang Daftar Kebijakan Presiden Jokowi Yang Mencekik Rakyat politik,Anggota DPR Kenaikan Biaya STNK Perpanjang Daftar Kebijakan Presiden Jokowi Yang Mencekik Rakyat politik
8535,2017-01-01T00:16:01.000Z,Ketua dan Para Wakil Ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UTK DUNIA BISNIS USAHA DI lewat,Ketua dan Para Wakil Ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UTK DUNIA BISNIS USAHA DI lewat
8536,2018-12-30T22:46:31.000Z,Inilah Wakil Rakyat yang tidak mewakili aspirasi rakyat dan sudah jadi idiot Bencana pun dijadikan bahan lawakan sama dia,Inilah Wakil Rakyat yang tidak mewakili aspirasi rakyat dan sudah jadi idiot Bencana pun dijadikan bahan lawakan sama dia
8537,2018-12-30T15:42:58.000Z,Banyak sekali bencana di era rezim ini pertanda apakah? pertanyaan ini utk memberi makan kecebong akhir tahun x com republikaonlin,Banyak sekali bencana di era rezim ini pertanda apakah? pertanyaan ini utk memberi makan kecebong akhir tahun x com republikaonlin
8538,2018-12-30T16:23:31.000Z,Pertanda byk anggota DPR makan gaji buta ga ad RUU yg bs dibikin GantianggotaDPR,Pertanda byk anggota DPR makan gaji buta ga ad RUU yg bs dibikin GantianggotaDPR
8539,2018-12-30T10:36:56.000Z,masih mahasiswa disuruh evaluasi undang undang pas jadi anggota dpr tidur pas rapat kecapean waktu masih mahasiswa udah disuruh evaluasi undang undang,masih mahasiswa disuruh evaluasi undang undang pas jadi anggota dpr tidur pas rapat kecapean waktu masih mahasiswa udah disuruh evaluasi undang undang
8540,2018-12-30T05:17:01.000Z,Dalam pidato penyampaian keterangan pemerintah atas RAPBN beserta nota keuangannya di depan Rapat Paripurna DPR RI pada Kamis Agustus Jokowi menyampaikan Pemerintah akan menaikkan gaji pokok Menaikkan Gaji PNS TNI dan Polri KenanganKu,Dalam pidato penyampaian keterangan pemerintah atas RAPBN beserta nota keuangannya di depan Rapat Paripurna DPR RI pada Kamis Agustus Jokowi menyampaikan Pemerintah akan menaikkan gaji pokok Menaikkan Gaji PNS TNI dan Polri KenanganKu
8541,2018-12-30T04:49:36.000Z,Tabur Kebajikan Tebar Kebijakan,Tabur Kebajikan Tebar Kebijakan
8542,2018-12-30T04:36:10.000Z,Menaikkan Gaji PNS TNI dan Polri Dalam pidato penyampaian keterangan pemerintah atas RAPBN beserta nota keuangannya di depan Rapat Paripurna DPR RI KenanganKu,Menaikkan Gaji PNS TNI dan Polri Dalam pidato penyampaian keterangan pemerintah atas RAPBN beserta nota keuangannya di depan Rapat Paripurna DPR RI KenanganKu
8543,2018-12-30T04:15:38.000Z,Program Isu isu Perundangan Perbahasan Wakil Rakyat di SUK anjuran Unit Pemantauan dan Pelaksanaan Strategik SPARK dengan kerjasama Pertubuhan Lepasan Undang undang dan Hak Asasi Manusia Kelantan LUHAM,Program Isu isu Perundangan Perbahasan Wakil Rakyat di SUK anjuran Unit Pemantauan dan Pelaksanaan Strategik SPARK dengan kerjasama Pertubuhan Lepasan Undang undang dan Hak Asasi Manusia Kelantan LUHAM
8544,2018-12-30T01:20:48.000Z,Ketua DPR harus tau kapan dan dimana tempat berbicara Jika tdk menyangkut kebijakan pemerintah dan negara tentunya bebas berbicara di langit maupun dibumi Tapu jika urusan negara dan pemerintahan tempatnya ya di gedung DPR gunakan semua hak yg kami rakyat berikan,Ketua DPR harus tau kapan dan dimana tempat berbicara Jika tdk menyangkut kebijakan pemerintah dan negara tentunya bebas berbicara di langit maupun dibumi Tapu jika urusan negara dan pemerintahan tempatnya ya di gedung DPR gunakan semua hak yg kami rakyat berikan
8545,2018-12-29T18:30:45.000Z,Presiden RI harus mengerti sejarah nusantara semenanjung Melayu dan Indonesia Raya Ia harus paham sejarah Pancasila dan UUD serta perdebatan dan amandemennya hingga kali Presiden harus bisa menjelaskan mau kemana bangsa besar ini di bawa SkalaKerjaPresidenRI,Presiden RI harus mengerti sejarah nusantara semenanjung Melayu dan Indonesia Raya Ia harus paham sejarah Pancasila dan UUD serta perdebatan dan amandemennya hingga kali Presiden harus bisa menjelaskan mau kemana bangsa besar ini di bawa SkalaKerjaPresidenRI
8546,2018-12-29T08:58:53.000Z,Muda multitalenta begitulah sosok Valencia Tanoesoedibjo Perempuan yang sukses berkarir di industri kreatif ini ingin berkontribusi lebih besar lagi membangun bangsa negara Caleg DPR RI Dapil IX Jateng ini ingin Indonesia maju sejahtera lewat kebijakan tepat sasaran,Muda multitalenta begitulah sosok Valencia Tanoesoedibjo Perempuan yang sukses berkarir di industri kreatif ini ingin berkontribusi lebih besar lagi membangun bangsa negara Caleg DPR RI Dapil IX Jateng ini ingin Indonesia maju sejahtera lewat kebijakan tepat sasaran
8547,2018-12-29T03:37:57.000Z,Para politikus pasti berbicara untuk memajukan Bangsa dengan membuat kebijakan birokrasi yok para politisi dan rakyat membuat persetujuan untuk para koruptor di hukum mati dan pejabat non prestasi serta wakil rakyat di asingkan Dengan mulut di tutup pake brongkos rakyatpeduli,Para politikus pasti berbicara untuk memajukan Bangsa dengan membuat kebijakan birokrasi yok para politisi dan rakyat membuat persetujuan untuk para koruptor di hukum mati dan pejabat non prestasi serta wakil rakyat di asingkan Dengan mulut di tutup pake brongkos rakyatpeduli
8548,2018-12-29T03:31:43.000Z,Beberapa RUU yang harusnya diselesaikan baru selesai oh wakil rakyat,Beberapa RUU yang harusnya diselesaikan baru selesai oh wakil rakyat
8549,2018-12-29T03:00:42.000Z,UU dan Peraturan yang dibuat pemerintah dan DPR kan untuk kemaslahatan rakyat Anggaran untuk kebijakan juga pasti disetujui wakil rakyat di DPR kalau tidak mana mungkin bisa jalan Kalau dipaksakan jalan tanpa bersetujuan DPR itu yg melanggar UU,UU dan Peraturan yang dibuat pemerintah dan DPR kan untuk kemaslahatan rakyat Anggaran untuk kebijakan juga pasti disetujui wakil rakyat di DPR kalau tidak mana mungkin bisa jalan Kalau dipaksakan jalan tanpa bersetujuan DPR itu yg melanggar UU
8550,2018-12-29T02:56:39.000Z,Saatnya wakil rakyat lebih mengawasi segala kebijakan Kebijakan yang salah akan membebani pemerintahan berikutnya Penyesalan tiada guna,Saatnya wakil rakyat lebih mengawasi segala kebijakan Kebijakan yang salah akan membebani pemerintahan berikutnya Penyesalan tiada guna
8551,2018-12-29T00:21:42.000Z,Kasus seperti ini semakin marak jika persoalannya adalah undang undang maka mohon kepada bapak untuk membenahinya,Kasus seperti ini semakin marak jika persoalannya adalah undang undang maka mohon kepada bapak untuk membenahinya
8552,2018-12-28T12:12:33.000Z,Wanita ini mengaku sudah kali dipaksa berhubungan seksual,Wanita ini mengaku sudah kali dipaksa berhubungan seksual
8553,2018-12-29T00:14:21.000Z,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir
8554,2018-12-28T16:52:47.000Z,Pak lebih baik hari duka Wakil Rakyat Mereka dah mati rasa dan ga peduli sama rakyat kecil Urus RUU aja ga kelar Malah sukanya nyinyir dan mengkritik bahkan bikin lagu,Pak lebih baik hari duka Wakil Rakyat Mereka dah mati rasa dan ga peduli sama rakyat kecil Urus RUU aja ga kelar Malah sukanya nyinyir dan mengkritik bahkan bikin lagu
8555,2018-12-28T13:57:54.000Z,Buat saja pansus utk anggota DPR yg tidak bekerja menghasilkan undang undang yg makan gaji buta dari hasil keringat pajak rakyat nya,Buat saja pansus utk anggota DPR yg tidak bekerja menghasilkan undang undang yg makan gaji buta dari hasil keringat pajak rakyat nya
8556,2018-12-28T11:31:57.000Z,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Provinsi Jawa Barat Jumat Agenda I Laporan Hasil Reses III Agenda II Penutupan Masa Sidang DPRD Jawa Barat at DPRD Jawa Barat,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Provinsi Jawa Barat Jumat Agenda I Laporan Hasil Reses II Agenda II Penutupan Masa Sidang DPRD Jawa Barat at DPRD Jawa Barat
8557,2018-12-28T11:31:37.000Z,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Provinsi Jawa Barat Jumat Agenda I Laporan Hasil Reses III Agenda II Penutupan Masa Sidang budipurnaman,Rapat Paripurna Dewan Perwakilan Rakyat Daerah Provinsi Jawa Barat Jumat Agenda I Laporan Hasil Reses II Agenda II Penutupan Masa Sidang budipurnaman
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi
8559,2018-12-28T04:14:24.000Z,Makin marak aja kasus kaya gini dan Komisi VII masih aja lamban menuntaskan RUU Penghapusan Kekerasan Seksual Ayo dong DPR kerja yg bener jangan cuma asik ngetwit aja,Makin marak aja kasus kaya gini dan Komisi VII masih aja lamban menuntaskan RUU Penghapusan Kekerasan Seksual Ayo dong DPR kerja yg bener jangan cuma asik ngetwit aja
8560,2018-12-28T03:53:00.000Z,PETISYEN PENGGUBALAN UNDANG UNDANG ANTI LOMPAT As Salam Saudara Saudari Kami mohon kerjasama berikan sokongan Sign your petisyen here Hinanya Sang Pelompat Parti Bayangkan anda seorang Ahli Parlimen yang mewakili,PETISYEN PENGGUBALAN UNDANG UNDANG ANTI LOMPAT As Salam Saudara Saudari Kami mohon kerjasama berikan sokongan Sign your petisyen here Hinanya Sang Pelompat Parti Bayangkan anda seorang Ahli Parlimen yang mewakili
8561,2018-12-27T19:54:04.000Z,Kapolsek Bersama Anggota Amankan Kegiatan Reses Anggota DPR RI,Kapolsek Bersama Anggota Amankan Kegiatan Reses Anggota DPR RI
8562,2018-12-27T10:14:39.000Z,Pak bos gak ada rencana bikin Undang undang Persepakbolaan Nasional?,Pak bos gak ada rencana bikin Undang undang Persepakbolaan Nasional?
8563,2018-12-27T07:02:32.000Z,Undang Undang Nomor Tahun Tentang Perubahan Kedua Atas Undang Undang Nomor Tahun Tentang Majelis Permusyarawatan Rakyat Dewan Perwakilan Rakyat Dewan Perwakilan Daerah Dan Dewan Perwakilan Rakyat Daerah,Undang Undang Nomor Tahun Tentang Perubahan Kedua Atas Undang Undang Nomor Tahun Tentang Majelis Permusyarawatan Rakyat Dewan Perwakilan Rakyat Dewan Perwakilan Daerah Dan Dewan Perwakilan Rakyat Daerah
8564,2018-12-27T05:35:43.000Z,Ali Taher ketua Komisi VIII DPR RI RUU ini Penghapusan Kekerasan Seksual Harus segera di sahkan Ini disampaikan dalam Diskusi Publik Pembahasan RUU P KS Desember gerakbersama,Ali Taher ketua Komisi VII DPR RI RUU ini Penghapusan Kekerasan Seksual Harus segera di sahkan Ini disampaikan dalam Diskusi Publik Pembahasan RUU P KS Desember gerakbersama
8565,2018-12-27T05:29:35.000Z,Diskusi Publik Pembahasan Rancangan Undang Undang Penghapusan Kekerasan Seksual! Segera bahas Tuan dan Nyonya GerakBersama,Diskusi Publik Pembahasan Rancangan Undang Undang Penghapusan Kekerasan Seksual! Segera bahas Tuan dan Nyonya GerakBersama
8566,2018-12-27T05:23:14.000Z,RUU Penghapusan Kekerasan Seksual dibuat berdasarkan pengalaman korban penyintas maupun pendamping Ayo DPR RI segera bahas gerakbersama,RUU Penghapusan Kekerasan Seksual dibuat berdasarkan pengalaman korban penyintas maupun pendamping Ayo DPR RI segera bahas gerakbersama
8567,2018-12-26T22:49:47.000Z,Saat menjadi Wakil Rakyat Berani bersuara demi kepentingan rakyat kecil itulah sebaik nya wakil rakyat meski brd dilingkaran kekuasaan Tp klo trus membela kebijakan penguasa membabi buta dgn dalih pembenaran Yakinlah nama mu akn sgr tenggelam seiring tenggelam nya kekuasaan,Saat menjadi Wakil Rakyat Berani bersuara demi kepentingan rakyat kecil itulah sebaik nya wakil rakyat meski brd dilingkaran kekuasaan Tp klo trus membela kebijakan penguasa membabi buta dgn dalih pembenaran Yakinlah nama mu akn sgr tenggelam seiring tenggelam nya kekuasaan
8568,2018-12-26T07:50:33.000Z,Berteman denganku gak rugi bermusuhan denganku gak untung,Berteman denganku gak rugi bermusuhan denganku gak untung
8569,2018-12-26T18:16:17.000Z,Reses DPR RI diisi oleh Dr HM Hidayat Nur Wahid MA dg Serap Aspirasi Mayarakat Kel Tebet Barat bertempat di Grha Tidar yg juga dihadiri oleh H Agung Eddy Santoso Caleg PKS No utk DPRD DKI Dapil,Reses DPR RI diisi oleh Dr HM Hidayat Nur Wahid MA dg Serap Aspirasi Mayarakat Kel Tebet Barat bertempat di Grha Tidar yg juga dihadiri oleh H Agung Eddy Santoso Caleg PKS No utk DPRD DKI Dapil
8570,2018-12-26T14:22:30.000Z,Lalu prestasi mu selama di DPR apa? Bikin UU hukuman mati bagi para Koruptor pun kamu gak berani padahal maunya rakyat koruptor itu dihukum mati Katanya wakil rakyat realisasikan dong aspirasi rakyat Jika perlu adakan referendum rakyat setuju tdk koruptor dihukum mati!,Lalu prestasi mu selama di DPR apa? Bikin UU hukuman mati bagi para Koruptor pun kamu gak berani padahal maunya rakyat koruptor itu dihukum mati Katanya wakil rakyat realisasikan dong aspirasi rakyat Jika perlu adakan referendum rakyat setuju tdk koruptor dihukum mati!
8571,2018-12-26T13:10:51.000Z,RUU yg seharusnya jadi UU masih banyak belum diselesaikan oleh dan skr udah tinggal main bulan masa bakti mereka habis justru bikin pansus ? Apa anggaran di DPR masih sisa banyak ya ? Apa hanya kejar nafsu pilpres ?,RUU yg seharusnya jadi UU masih banyak belum diselesaikan oleh dan skr udah tinggal main bulan masa bakti mereka habis justru bikin pansus ? Apa anggaran di DPR masih sisa banyak ya ? Apa hanya kejar nafsu pilpres ?
8572,2018-12-26T09:15:38.000Z,Jelang Tahun Baru Walikota Sampaikan LKPJ Akhir Jabatan MADIUN Hari pertama setelah libur perayaan Natal Dewan Perwakilan Rakyat Daerah DPRD Kota Madiun langsung menggelar rapat paripurna Kegiatan yang terselenggara Rabu ini mengage,Jelang Tahun Baru Walikota Sampaikan LKPJ Akhir Jabatan MADIUN Hari pertama setelah libur perayaan Natal Dewan Perwakilan Rakyat Daerah DPRD Kota Madiun langsung menggelar rapat paripurna Kegiatan yang terselenggara Rabu ini mengage
8573,2018-12-26T07:18:36.000Z,Itu gunanya wakil rakyat bro Kita tidak meminta mereka mewakili kita kalau mereka tdk mengerti kita Wakil rakyat harus turun ke dapil dan mendengar dari konstituen nya sehingga bisa mengambil kebijakan yg tepat Memang begitu konsepnya Kalau rakyat diam itu yg mundur,Itu gunanya wakil rakyat bro Kita tidak meminta mereka mewakili kita kalau mereka tdk mengerti kita Wakil rakyat harus turun ke dapil dan mendengar dari konstituen nya sehingga bisa mengambil kebijakan yg tepat Memang begitu konsepnya Kalau rakyat diam itu yg mundur
8574,2018-12-26T06:53:00.000Z,H Bakri Minta Pengerjaan Jembatan Bungo Dikebut JAMBI Masa reses dimanfaatkan H Bakri anggota DPR RI dari Dapil Provinsi Jambi untuk memantau progres pelaksanaan program pembangunan,H Bakri Minta Pengerjaan Jembatan Bungo Dikebut JAMBI Masa reses dimanfaatkan H Bakri anggota DPR RI dari Dapil Provinsi Jambi untuk memantau progres pelaksanaan program pembangunan
8575,2018-12-26T06:13:07.000Z,Dengar dengar mempunyai janji untuk menyelesaikan undang undang sebnyak ya di masa ini tapi baru kelar undang undang? He he,Dengar dengar mempunyai janji untuk menyelesaikan undang undang sebnyak ya di masa ini tapi baru kelar undang undang? He he
8576,2018-12-26T03:58:12.000Z,Himpunan Serikat Perempuan Indonesia mendesak DPR RI untuk segera mengesahkan Rancangan Undang undang Perlindungan Korban Seksualitas,Himpunan Serikat Perempuan Indonesia mendesak DPR RI untuk segera mengesahkan Rancangan Undang undang Perlindungan Korban Seksualitas
8577,2018-12-26T03:08:25.000Z,Dear Kekanda minta jasa baik untuk ambil perhatian notifikasi petisyen telah dihantar ke email kekanda,Dear Kekanda minta jasa baik untuk ambil perhatian notifikasi petisyen telah dihantar ke email kekanda
8578,2018-12-26T03:03:52.000Z,Kebijakan Rekam Biometrik Jemaah Umrah Perlu Ditinjau Ulang,Kebijakan Rekam Biometrik Jemaah Umrah Perlu Ditinjau Ulang
8579,2018-12-26T02:55:10.000Z,Saya dan rombongan kang Aus Hidayat Nur sedang dalam perjalanan meluncur ke Penyanggahan dan Muara Pahu dalam rangka reses beliau sebagai anggota DPR RI Dapil Kaltim,Saya dan rombongan kang Aus Hidayat Nur sedang dalam perjalanan meluncur ke Penyanggahan dan Muara Pahu dalam rangka reses beliau sebagai anggota DPR RI Dapil Kaltim
8580,2018-12-26T02:51:01.000Z,Komisi III Akan Percepat Penyelesaian RUU Jabatan Hakim,Komisi II Akan Percepat Penyelesaian RUU Jabatan Hakim
8581,2018-12-25T22:58:36.000Z,Dipilih langsung oleh rakyat untuk jd wakil rakyat seharusnya bekerja menyampaikan aspirasi rakyat bukannya malah saling debat di media mendukung capres atau cawapres,Dipilih langsung oleh rakyat untuk jd wakil rakyat seharusnya bekerja menyampaikan aspirasi rakyat bukannya malah saling debat di media mendukung capres atau cawapres
8582,2018-12-25T11:59:40.000Z,Membuat Undang undang itu kewajiban bukan prestasi Sudahkah institusi tempat di mana Bapak nongkrong melakukannya ? Sejauh mana kewajiban Bapak sebagai wakil Ketua DPR RI sudah bapak jalankan ? Wajahmu penuh kepalsuan Bapak,Membuat Undang undang itu kewajiban bukan prestasi Sudahkah institusi tempat di mana Bapak nongkrong melakukannya ? Sejauh mana kewajiban Bapak sebagai wakil Ketua DPR RI sudah bapak jalankan ? Wajahmu penuh kepalsuan Bapak
8583,2018-12-25T09:06:56.000Z,Pemilu sy ikut memilih DPRD DPRD DPR RI DPD PILPRES untuk apa? Supaya pembangunan bisa merata karna aspirasi rakyat terwakili tp kenyataannya Dpr ga kedengaran kentutnya slogan saya Jokowi jk harga mati sy ikut berjuang untuk memenangkannya,Pemilu sy ikut memilih DPRD DPRD DPR RI DPD PILPRES untuk apa? Supaya pembangunan bisa merata karna aspirasi rakyat terwakili tp kenyataannya Dpr ga kedengaran kentutnya slogan saya Jokowi jk harga mati sy ikut berjuang untuk memenangkannya
8584,2018-12-25T02:47:49.000Z,Aishhh nyerang kok ke presiden sendiri Untuk protes kebijakan pemerintah sudah ada DPR sampaikan aspirasimu ke wakilmu melalui anggota DPR Kalo loe mau ganti jokowi cukup nanti pilpres coblos prabowo Gitu aja kok repottt,Aishh nyerang kok ke presiden sendiri Untuk protes kebijakan pemerintah sudah ada DPR sampaikan aspirasimu ke wakilmu melalui anggota DPR Kalo loe mau ganti jokowi cukup nanti pilpres coblos prabowo Gitu aja kok repott
8585,2018-12-24T23:01:26.000Z,Kita hidup di era demokrasi yg demo crazy Wakil rakyat kita terbelenggu partainya shngga sbnrnya mereka wakil partai bukan wakil rakyat Undang undang dan aturan regulasi terus brubah sesuai waktu Mereka tdk sempat bljr memahami itu semua Makanya hanya modal nyinyir cari muka,Kita hidup di era demokrasi yg demo crazy Wakil rakyat kita terbelenggu partainya shngga sbnrnya mereka wakil partai bukan wakil rakyat Undang undang dan aturan regulasi terus brubah sesuai waktu Mereka tdk sempat bljr memahami itu semua Makanya hanya modal nyinyir cari muka
8586,2018-12-24T22:54:55.000Z,Tdk semua wakil rakyat paham undang undang Regulasi yg dia pahami persoalan Undang undang pokok Dia tidak paham materi undang undang yg dulu dan agreement saat itu yg diteken Ginanjar KS Dan Undang undang Minerba yg skrg tdk bisa hentikan kontrak karya dgn konsesi tsbt,Tdk semua wakil rakyat paham undang undang Regulasi yg dia pahami persoalan Undang undang pokok Dia tidak paham materi undang undang yg dulu dan agreement saat itu yg diteken Ginanjar KS Dan Undang undang Minerba yg skrg tdk bisa hentikan kontrak karya dgn konsesi tsbt
8587,2018-12-24T16:05:47.000Z,Di Jawa Barat hal ini juga masih sering ditemui Yang seperti ini memang harus menjadi perhatian para wakil rakyat yang mengawasi jalannya roda pemerintahan dan implementasi kebijakan Terima kasih masukannya,Di Jawa Barat hal ini juga masih sering ditemui Yang seperti ini memang harus menjadi perhatian para wakil rakyat yang mengawasi jalannya roda pemerintahan dan implementasi kebijakan Terima kasih masukannya
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol
8589,2018-12-24T09:13:55.000Z,YB yes please share rakyat dah menyampah,YB yes please share rakyat dah menyampah
8590,2018-12-24T09:10:20.000Z,YB Please rakyat dah menyampah,YB Please rakyat dah menyampah
8591,2018-12-24T09:04:57.000Z,yuck!! rakyat dah menyampah,yuck!! rakyat dah menyampah
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat dah menyampah
8593,2018-12-24T09:02:08.000Z,rakyat dah menyampah,rakyat dah menyampah
8594,2018-12-24T08:59:55.000Z,rakyat dah menyampah support petisyen ni,rakyat dah menyampah support petisyen ni
8595,2018-12-24T04:21:44.000Z,DPD minta DPR tunda pengesahan RUU pesantren,DPD minta DPR tunda pengesahan RUU pesantren
8596,2018-12-24T02:25:10.000Z,Jadi kursi kosong itu bukan berarti anggota DPR bolos leha leha di rumah atau main main di losmen Nggak ada Mereka di daerah sedang bekerja melaksanakan tugas tugas rakyat yang diamanahkan undang undang Ketua DPR Bambang Soesatyo suararakyatsuaragolkar,Jadi kursi kosong itu bukan berarti anggota DPR bolos leha leha di rumah atau main main di losmen Nggak ada Mereka di daerah sedang bekerja melaksanakan tugas tugas rakyat yang diamanahkan undang undang Ketua DPR Bambang Soesatyo suararakyatsuaragolkar
8597,2018-12-24T01:49:02.000Z,Mitigasi perencanaan matang selanjutnya yang paling penting Membuat Mitigasi bencana Dan UNDANG UNDANG nya termasuk utk IMPLEMENTASI nya di daerah Dan badan unit terkait,Mitigasi perencanaan matang selanjutnya yang paling penting Membuat Mitigasi bencana Dan UNDANG UNDANG nya termasuk utk IMPLEMENTASI nya di daerah Dan badan unit terkait
8598,2018-12-23T21:39:59.000Z,Pantas aja DPR RI cuma bisa nyelesaikan UU dari RUU tahun ini Otak anggota DPR RI nya begini,Pantas aja DPR RI cuma bisa nyelesaikan UU dari RUU tahun ini Otak anggota DPR RI nya begini
8599,2018-12-23T17:34:32.000Z,Rakyat udah pinter loh mbak! Kalau nanti gak kepilih lagi jadi anggota DPR emang masih laku main film? Mending jd anggota DPR yg mencerahkan rakyat Kalau ada kebijakan pemerintah yg gak bagus silahkan dikritisi! Tp dgn argumen yg tepat juga Gak cm asal berseberangan,Rakyat udah pinter loh mbak! Kalau nanti gak kepilih lagi jadi anggota DPR emang masih laku main film? Mending jd anggota DPR yg mencerahkan rakyat Kalau ada kebijakan pemerintah yg gak bagus silahkan dikritisi! Tp dgn argumen yg tepat juga Gak cm asal berseberangan
8600,2018-12-23T12:24:24.000Z,Contoh Anggota Dewan Yg Otak nya Sudah Dipenuhi oleh Kebencian !!! Jadi Orang Seperti ini Tidak lah Pantas Di Pilih Sebagai Wakil Rakyat Gimana Mau Wakili Aspirasi Rakyat Jika Waktu Mereka Hanya Habis Buat Membela Kepentingan Pribadi atau KelompokNya Saja !!,Contoh Anggota Dewan Yg Otak nya Sudah Dipenuhi oleh Kebencian !! Jadi Orang Seperti ini Tidak lah Pantas Di Pilih Sebagai Wakil Rakyat Gimana Mau Wakili Aspirasi Rakyat Jika Waktu Mereka Hanya Habis Buat Membela Kepentingan Pribadi atau KelompokNya Saja !!
