no,teks_processed,base_score_inset,compound_score,sentiment
7673,usak terumbu karang dapat jerat dua undang undang,1.0,0.20228869496966945,positive
7674,siswa i SMPIT al ummah sukabumi jawa barat lihat langsung ruang rapat paripurna di gedung nusantara kamis maret edupoldpr,8.0,0.8555415792658776,positive
7675,cc anda itu wakil rakyat tugas terima aspirasi rakyat malah block user yang nyata jangan buta gara pilkada dong,-20.0,-0.9439265578380605,negative
7676,ketua DPR komitmen cepat proses bahas RUU yang jadi prioritas,2.0,0.38181916792267817,positive
7677,agenda DPR kamis pukul WIB komisi kali DPR RI rapat panja RUU budaya agendadpr,5.0,0.7184212081070996,positive
7678,kebijakan bebas visa saat ini sama sekali tidak perhati asas resiprositas alias timbal balik dengan negara yang sangkut,-12.0,-0.931184972894749,negative
7679,mohon sekali kebijakan bebas visa timbang juga perhati asas timbal balik dari negara yang sangkut,-11.0,-0.9101178423565912,negative
7680,ruu ASN tidak dalam target tahu ini kaya tidak urus,-1.0,-0.8409888455800233,negative
7681,keluh rakyat tidak hirau oleh wakil RAKYAT seperti naik listrik tidak ada kebijakan penyesuain ekonomi rakyat seperti cekik leher,-4.0,-0.9344110047417955,negative
7682,apa kebijakan negara dalam tanggulang nakal remaja anak dan bagaimana lindung hak anak ? rakyatbertanya,-4.0,-0.6485566468843295,negative
7683,RUU prioritas yang target selesai pada masa sidang IV tahun sidang ruuprioritas,-4.0,-0.6369499429264264,negative
7684,RUU prioritas dalam tahap harmonis bulat dan mantap ruuprioritas,8.0,0.8555415792658776,positive
7685,RUU prioritas dalam proses susun ruuprioritas,4.0,0.6369499429264264,positive
7686,penolakan saja om jangan ragu RUU tembakau kok isi bagi besar tentang rokok tolakruup,-6.0,0.10781145521631658,positive
7687,salah dari dulu eksekutif juga elected oleh anggota DPR DPRD mereka wakil aspirasi rakyat,-10.0,-0.9000703207408192,negative
7688,DPR komitmen cepat bahas RUU prioritas tahun,5.0,0.7184212081070996,positive
7689,DPR komitmen cepat bahas RUU prioritas,5.0,0.7184212081070996,positive
7690,rapat paripurna at,2.0,0.38181916792267817,positive
7691,jumlah anggota DPR RI tampak absen dalam rapat paripurna kasus korupsi e ktp liputansctv,-4.0,-0.6369499429264264,negative
7692,kita doa moga wakil ketua komisi VI dari sebut fokus jadi wakil rakyat dengar sampai aspirasi rakyat,13.0,0.937127104577154,positive
7693,usai reses gelar rapat paripurna,7.0,0.8224628936244653,positive
7694,breakingnews DPR target rampung RUU pada masa sidang ke IV ketua DPR RI setya novanto minta seluruh jajar fokus followme,6.0,0.7782533221506259,positive
7695,ketika novanto cemberut hingga anggota DPR yang tuduh kasus EKTP izin rapat paripurna via,-14.0,-0.9450887908327322,negative
7696,temu dengan KOMISI VII DPR RI dalam rangka rancangan undang undang kerja sosial rabu maret,18.0,0.9656820512306714,positive
7697,forum peduli tanggulang terorisme FPPT mulai giat diskusi tentang RUU ubah UU terorisme di DPR RI tks dukungan,14.0,0.9450887908327322,positive
7698,papar h sama luthfi a mutty usul RUU masy adat,2.0,0.38181916792267817,positive
7699,rapat paripurna DPR RI banyak anggota dewan mangkir,-4.0,-0.6369499429264264,negative
7700,jumlah anggota DPR tidak hadir di rapat paripurna DPR,-4.0,-0.8651108035664578,negative
7701,sisa mungkin lagi kelon sama mamah muda,-11.0,-0.9101178423565912,negative
7702,wow rapat paripurna anggota DPR yang hadir hanya orang jakarta,-7.0,-0.8224628936244653,negative
7703,reses komsi IV DPR RI sama exaekutif pelaksanaan utama trkait UU no tahun KKP darianda supportkkp,-1.0,-0.20228869496966945,negative
7704,wow rapat paripurna anggota DPR yang hadir hanya orang,-7.0,-0.8224628936244653,negative
7705,tuitpekanbaru hanya dua anggota DPR yang tuduh kasus e KTP hadir ke rapat paripurna pekanbaru tuit,-6.0,-0.7959887374371812,negative
7706,radio ANDIKA dewan wakil rakyat DPR RI kembali gelar rapat paripurna buka masa sidang ke,5.0,0.7184212081070996,positive
7707,rapat paripurna ke DPR RI buka masa sidang IV tahun sidang,7.0,0.8224628936244653,positive
7708,tri sehat penolakan RUU cc,4.0,0.6369499429264264,positive
7709,menteri sehat penolakan RUU tembakau rapat buntu,-1.0,-0.20228869496966945,negative
7710,sekilasinfogefm wib hanya dua anggota DPR yang tuduh kasus e KTP hadir ke rapat paripurna,-6.0,-0.7959887374371812,negative
7711,breakingnews usai reses DPR gelar rapat paripurna dewan wakil rakyat DPR RI kembali gelar rapat paripurna followme,8.0,0.8555415792658776,positive
7712,RUU prioritas dalam tahap harmonis bulat dan mantap paripurnadpr,8.0,0.8555415792658776,positive
7713,RUU prioritas dalam proses susun paripurnadpr,4.0,0.6369499429264264,positive
7714,moga masa reses yang baru saja lalu dapat manfaat cara maksimal kualitas dalam jaring aspirasi masyarakat paripurnadpr,16.0,0.9571447885644057,positive
7715,rapat paripurna DPR ke masa sidang IV tahun sidang juga dapat saksi langsung di paripurnadpr,10.0,0.9000703207408192,positive
7716,rapat paripurna DPR ke masa sidang IV tahun sidang siar TV parlemen langsung di paripurnadpr,4.0,0.6369499429264264,positive
7717,rapat paripurna DPR RI ke masa sidang IV tahun sidang kepemimpinan oleh wakil ketua DPR RI fadli zon paripurnadpr,4.0,0.6369499429264264,positive
7718,sngat ironis ! ! anggota hormat yang harus perjuangankan aspirasi rakyat justru jadi gangster tikus das,-12.0,-0.9139806069380708,negative
7719,agenda DPR rabu pukul WIB rapat paripurna DPR ke masa sidang IV tahun sidang agendadpr,5.0,0.7184212081070996,positive
7720,komisi II DPR dalam sempat raker dengan kemenkumham dirjen imigrasi minta agar kebijakan bebas visa untuk di evaluasi,4.0,0.6369499429264264,positive
7721,ayo sama ikut pantau bahas UU pemilu lebih bagus masuk isi RUU dalam bentuk kaji akademis,21.0,0.9744412392258845,positive
7722,hari ini buka masa sidang telah reses ke daerah pilih dapil banyak aspirasi n masuk dari konstituen di bogor,-1.0,-0.20228869496966945,negative
7723,rosmah gesa wakil rakyat sokong RUU salah seksual kanak kanak,-1.0,-0.20228869496966945,negative
7724,bang pelaksanaan temu warga di wilayah pasar minggu jakarta selatan dalam masa reses,1.0,0.20228869496966945,positive
7725,peguam sokong ? rosmah gesa wakil rakyat sokong RUU salah seksual kanak kanak,2.0,0.3611575592573076,positive
7726,mantap ! alas bahas RUU pemilu anggota DPR pilih kunker ke bangka pos pemilu,2.0,0.43893701324584955,positive
7727,judul RUU tembakau sengaja buat anggota DPR pengolahan urus tani padahal pesan urus industri dukungan pak tolakruup,1.0,0.29595817420019405,positive
7728,inti jika bahas soal tembakau asosiasi langsung ke rokok dan banyak sulap sulap padahal david copperfield bukan anggota DPR RI lho cek,-6.0,-0.4551976731836911,negative
7729,kompas nama RUU tembakau tetapi lebih banyak bicara tentang rokok tolakruup,-4.0,-0.7782533221506259,negative
7730,foto sama dengan ketua FPKB DPR RI telah ngisi materi RUU madrasah dan pondok pesantren,6.0,0.7782533221506259,positive
7731,kunjung kerja ke jerrman ini masuk ahli di sana untuk pansus RUU pemilu DPR RI,2.0,0.38181916792267817,positive
7732,FOLLOWME shoutout kunjung kerja ke jerrman ini masuk ahli di sana untuk pansus RUU pemilu TEAMFOLLOWBACK,2.0,0.38181916792267817,positive
7733,tribun kunjung kerja ke jerrman ini masuk ahli di sana untuk pansus RUU pemilu DPR RI tiap newstoday,2.0,0.38181916792267817,positive
7734,RUU pemilu jadi alas DPR RI pelesir ke jerman dan meksiko habis APBN rp sama,7.0,0.8224628936244653,positive
7735,bimtek PKB materi RUU madrasah nara sumber DPR RI komisi VII,3.0,0.5267415375673765,positive
7736,musim reses anggota DPR mudah anggota DPR dari provinsi lirik sekolah kita sekolah_dayak di air upa,-1.0,-0.20228869496966945,negative
7737,RUU kanak kanak wakil rakyat mesti sokong PM najib via,0.0,0.0,neutral
7738,sama istri hadir reses anggota DPR RI bang h jon erizal SE MBAK sama forum komunikasi pemuda,11.0,0.9152773258948753,positive
7739,DPR kini anggota komisi II DPR RI nawafie saleh kebijakan bebas visa perlu evaluasi,4.0,0.6369499429264264,positive
7740,reses dan obat gratis h eka sastra anggota DPR RI FPG di aula desa sukajadi kec cibinong pukul diantos ya,8.0,0.8555415792658776,positive
7741,jangan cuman bikin twitter tetapi tidak di manfaat buat tampung aspirasi rakyat ingaatt citra DPR makin lama makin buruk,-5.0,-0.9670006331889462,negative
7742,reses ke rutan tanjung gusta anggota DPR RI asal sumut pasti aman rutan,0.0,0.0,neutral
7743,wakil rakyat mesti sokong RUU lindung kanak kanak kata najib,3.0,0.5267415375673765,positive
7744,DPR desakan BPK audit kebijakan bulog,7.0,0.8224628936244653,positive
7745,reses anggota DPR RI di desa mandalahaji kec pacet kab bandung,-4.0,-0.6369499429264264,negative
7746,ayo dukungan presiden penolakan RUU tembakau yang usul DPR RI ! tolakruup,5.0,0.7424176323732686,positive
7747,serba serbi reses FPKB DPR RI untuk sumatera utara yang lebih baik tuju indonesia lahir batin,5.0,0.7184212081070996,positive
7748,saat ini RUU hapus keras seksual baru saja lewat proses harmonisasi sekretariat baleg DPR RI ikut gambar tahap,-1.0,-0.20228869496966945,negative
7749,reses h eka sastra anggota DPR RI dapil jabar II di aula desa cikanyere kec sukaresmi kab cianjur,5.0,0.7184212081070996,positive
7750,reses dan obat gratis h eka sastra anggota DPR RI dapil jabar II di aula desa sukaresmi kab cianjur sila bagi warga sukaresmi,9.0,0.8806721767742777,positive
7751,dalam rangka masa reses sidang i tahun anggaran komisi II DPR RI dengan ketua tim desmond junaidi,3.0,0.5267415375673765,positive
7752,sahkan RUU hapus keras seksual dengan buka taut karena kita peduli dan siap untuk gerakbersama,4.0,0.6369499429264264,positive
7753,jalan reses hari ini pku kep meranti sama tim yang selalu bahagia pkskokohberkhidmat,-2.0,-0.38181916792267817,negative
7754,sosialisasi undang undang RI no tahun tentang sandang disabilitas sabtu,5.0,0.5039974284316168,positive
7755,reses anggota DPR RI haerudin serap aspirasi dengan masyarakat dan unsur pemerintah kec pakenjeng garut,-3.0,-0.5267415375673765,negative
7756,anggota DPR dari partai KAPAN tahun ini RUU tata kelola industri musik masuk prolegnas,-4.0,-0.6369499429264264,negative
7757,reses anggota DPR RI haerudin unjung dan tengok guru sklgus ketua umum PP PERSIS KAH a zakaria pasca beliau sakit,-2.0,-0.38181916792267817,negative
7758,reses anggota DPR RI haerudin silaturahmi dan serap aspirasi dengan ketua dan civitas akademik STAI darul arqom muhammadiyah garut,-3.0,-0.5267415375673765,negative
7759,reses ang DPR RI haerudin mmbrikan makanan tambah untuk anak sekolah MP ASI ibu hamil di beberapa titik di kec pameungpeuk garut,-2.0,-0.38181916792267817,negative
7760,reses anggota DPR RI haerudin beri santun kepada panti asuh tumpu harap leuwisari tasikmalaya,12.0,0.9273739248094985,positive
7761,reses anggota DPR RI haerudin beri bantu renovasi mesjid di daerah karangsari kec cikelet kab garut,6.0,0.7782533221506259,positive
7762,masa reses anggota DPR RI aditya moha temu masyarakat manado,-1.0,-0.20228869496966945,negative
7763,semangat RUU tembakau tentang dengan semangat bangun indonesia penolakan,6.0,0.7782533221506259,positive
7764,DPR kini ingat hari musik nasional anggota komisi kali DPR RI anang hermansyah gulir RUU tata kelola industri musik,9.0,0.8806721767742777,positive
7765,ketua DPRD abstain di paripurna pengesahan perda mamuju ketua dewan wakil rakyat daerah DPRD kabupaten,-5.0,-0.7184212081070996,negative
7766,jakarta anggota DPR dari komisi XI kardaya warnika aku penolakan dari rakyat akibat kebijakan naik,1.0,0.20228869496966945,positive
7767,anggota komisi II DPR nawafie saleh kebijakan bebas visa perlu evaluasi,1.0,0.20228869496966945,positive
7768,dorong usaha baru anggota DPR ini usul RUU kewirausahaan,0.0,0.0,neutral
7769,RUU tembakau yang masih jadi bahan diskusi di DPR RI apa sih isi ? tolakruup,-11.0,-0.9169412377108535,negative
7770,sn_news anggota DPR RI aditya moha reses di manado,-3.0,-0.5267415375673765,negative
7771,beritakalteng anggota komisi II DPR RI dapil kal teng serap aspirasi dan keluh atas kebijakan hariankalteng,-1.0,-0.20228869496966945,negative
7772,kabarsembilan anggota DPR RI aditya moha reses di manado anggota komisi XI DPR RI,-3.0,-0.5267415375673765,negative
7773,anggota DPR RI aditya moha reses di manado,-3.0,-0.5267415375673765,negative
7774,anggota DPR RI aditya moha reses di manado politik,-4.0,-0.6369499429264264,negative
7775,anggota DPR RI aditya moha reses di manado anggota komisi XI DPR RI wakil sulawesi utara sulut aditya,-3.0,-0.5267415375673765,negative
7776,anang hermansyah inisiasi RUU tata kelola industri musik anggota komisi kali DPR RI anang hermansyah inisiasi,5.0,0.7184212081070996,positive
7777,anggota DPR RI aditya moha reses di manado indonesia,-3.0,-0.5267415375673765,negative
7778,untuk industri musik yang lebih maju bravo mas mantappan,-2.0,-0.38181916792267817,negative
7779,dalam rangka reses anggota DPR RI kita harus kenal tentang budaya harap cara selesai agr serap aspirasi tidak dar ceremonial,-1.0,-0.20228869496966945,negative
7780,temu kunker komisi lama masa reses akan sampai cara langsung kepada pemerintah lalu menteri kait resesdpr,10.0,0.9000703207408192,positive
7781,masa reses masa sidang II tahun sidang akan langsung hingga tanggal maret resesdpr,1.0,0.20228869496966945,positive
7782,sejak tanggal februari hingga saat ini DPR RI sedang pasuk masa reses masa sidang II tahun sidang resesdpr,0.0,0.0,neutral
7783,ingat hari musik nasional anggota komisi kali DPR RI anang hermansyah gulir RUU tata kelola industri musik,6.0,0.7782533221506259,positive
7784,hari musik nasional komisi kali gulir RUU tata kelola industri musik,7.0,0.8224628936244653,positive
7785,siswa siswi SD tarakanita gading serpong unjung ruang rapat paripurna di gedung nusantara DPR RI edupoldpr,2.0,0.38181916792267817,positive
7786,hari musik nasional komisi kali gulir RUU tata kelola industri musik ikibangsaku,7.0,0.8224628936244653,positive
7787,new post reses DPR RI gelar dialog jaring aspirasi sama poktan has been published on,9.0,0.8806721767742777,positive
7788,ingat hari musik nasional yang ingat tiap tanggal maret manfaat musisi sekaligus anggota DPR r,-1.0,-0.20228869496966945,negative
7789,APAKAH BANGET DPR RI rumah aspirasi rakyat ? ? mengapa TIDAK semua aspirasi sampai ? ?,-2.0,0.6140269068747205,positive
7790,EKTP dewan wakil rakyat sudah wakil aspirasi rakyat mau hidup enak duit banyak sudah wakil dengan korupsi dprlembagaterkorup,14.0,0.9450887908327322,positive
7791,nyanyi di sela sela acara reses anggota DPR RI bapak h sukiman si pada sama sama karena ayahanda tidak dapat,-2.0,-0.7952424801646787,negative
7792,begini jika lagi reses rakyat rindu wakil,-2.0,-0.38181916792267817,negative
7793,KUNKER RESES KOMISI XI DPR RI ADM PEMERINTAH DAN TOKOH AGAMA HARUS SINERGI,-5.0,-0.7739149202363939,negative
7794,ada apa dengan revisi undang undang KPK ? ? apakah bagai bentuk kuat KPK atau untuk lemah KPK ?,16.0,0.9545241632817337,positive
7795,reses h sukiman anggota DPR RI komisi XI partai KAPAN dapil kalbar kab lawi nanga pinoh maret,0.0,0.0,neutral
7796,lihat ini ! ini konstituen dari dapil anda yang adu ! kok dapat anda tidur nyenyak saat rapat di DPR RI masa reses kapai aja ?,-13.0,-0.9314718072070777,negative
7797,giat reses anggota partai partai gera indonesia raya gerindra DPR RI dapil lampung i ahmad muzani,-3.0,-0.5267415375673765,negative
7798,giat reses anggota partai partai gera indonesia raya gerindra DPR RI dapil lampung II dwita ria gunadi,1.0,0.20228869496966945,positive
7799,dalam rangkai masa reses DPR RI anggota komisi VI DPR RI partai KAPAN andi yuliani paris panbekerja,-1.0,-0.20228869496966945,negative
7800,koran sindo jatim mar sosialisasi RUU KPK picu polemik,3.0,0.5267415375673765,positive
7801,masa reses waka kedapil usai rapat pulih pasca banjir sumbawa mampir ke SDN sebewe bawa bingkis untuk siswa,18.0,0.9656820512306714,positive
7802,komisi VII DPR RI kunjung balai teknologi industri kreatif keramik di bal lengkap di,9.0,0.8806721767742777,positive
7803,forum legislasi tentang RUU saing usaha dengan tema berantas kartel perlu KPPU kuat ? di media center DPR RI forlegdpr,8.0,0.8518960170799139,positive
7804,langkah dewan wakil rakyat republik indonesia DPR RI lalu badan ahli dewan BKD yang pelaksanaan sosi,-16.0,-0.9571447885644057,negative
7805,dasar kebijakan revisi uu asn berapa tahun abdi ? di garda depan kah ? cerita kita pak presiden,11.0,0.9118030994059688,positive
7806,bukan budak ambil kebijakan,-1.0,-0.8947505730593553,negative
7807,kompetensi non PNS uji dukungan revisi UU ASN sahkanrevisiuuasn,8.0,0.8555415792658776,positive
7808,suasana reses anggota DPR RI di sanggau beritasanggau,1.0,0.20228869496966945,positive
7809,SAHKAN REVISI UU ASN SOBAT JUANG RUU MOGA SELALU DI BERI SEHAT DAN SEMANGAT AMIN,21.0,0.9764603546002607,positive
7810,masih dalam rangkai masa reses II tahun sidang sartonohutomo,0.0,0.0,neutral
7811,suasana reses anggota DPR RI di sanggau,1.0,0.20228869496966945,positive
7812,berita kawanua reses anggota DPR RI djenri keintjem temu kepemimpinan RRI manado,-5.0,-0.7184212081070996,negative
7813,reses anggota DPR RI irmadi lubis sama anggota DPRD propinsi sumut wasner sianturi di kec sipispis serdang bedagai,-3.0,-0.5267415375673765,negative
7814,nasional kenal tanjung priok rawan narkoba saat reses anggota DPR warta kota bpn_freedrug,-9.0,-0.8806721767742777,negative
7815,reses ketua komisi VII DPR RI kunjung MUI tangsel dalam masa reses ketua komisi tangsel via,18.0,0.9656820512306714,positive
7816,reses ketua komisi VII DPR RI kunjung MUI tangsel kabartangsel,9.0,0.8806721767742777,positive
7817,news reses ketua komisi VII DPR RI kunjung MUI tangsel kabar tangsel,14.0,0.9450887908327322,positive
7818,reses ketua komisi VII DPR RI kunjung MUI tangsel,9.0,0.8806721767742777,positive
7819,reses ketua komisi VII DPR RI kunjung MUI tangsel via,9.0,0.8806721767742777,positive
7820,kenal tanjung priok rawan narkoba saat reses anggota DPR ingat warga jauh narkoba,-7.0,-0.8224628936244653,negative
7821,komisi kali DPR RI sedang uji publik RUU sisbuk,4.0,0.6369499429264264,positive
7822,kapolres purbalingga terima kunjung kerja ketua komisi DPR RI dalam rangka reses,13.0,0.937127104577154,positive
7823,saat ini duga tri industri jadi leading sektor bahas RUU tembakau dengan tolakruup,3.0,0.5267415375673765,positive
7824,julius industri rokok ingin pengaruh kebijakan rokok tolakruup,0.0,0.0,neutral
7825,pansus RUU DPR RI pemilu serap aspirasi kabupaten pati,3.0,0.5267415375673765,positive
7826,diskusi warga bengkang dengan wakil rakyat saat reses,0.0,0.0,neutral
7827,bekal munajat di hubung malam buka pintu hati tentu kebijakan sahkanrevisiuuasn,8.0,0.8555415792658776,positive
7828,tetapi alih kuat kebijakan kendali rokok DPR RI justru usul ruupertembakauan yang nilai lebih berat pada aspek produksi rokok,-4.0,-0.7782533221506259,negative
7829,reses anggota DPR RI ir ketut sustiawan di rw,-3.0,-0.5267415375673765,negative
7830,reses anggota DPR RI ini bawa tema ekspedisi revolusi biru,-2.0,-0.38181916792267817,negative
7831,ramainyo ruang rapat paripurna DPR RI,-1.0,-0.20228869496966945,negative
7832,saking sibuk ketua DPR RI belajar bahasa arab dan anggota belajar selfie banyak RUU sulit untuk eksekusi,8.0,0.8555415792658776,positive
7833,tidak hanya penuh ruang rapat paripurna nyata para anggota DPR dengan spontan pelaksanaan tindakan yang,-9.0,-0.338660537797814,negative
7834,anggota DPR RI gilir raja salman datang semua sibuk selfie tetapi coba rapat untuk kebijakan negara entah hilang mana,2.0,0.5267415375673765,positive
7835,jujur malu punya anggota DPR pelaksanaan seperti begitu ada raja salman kursi penuh gilir rapat paripurna ya allah dapat hitung jari,15.0,0.951661902861773,positive
7836,raja salman kunjung ke DPR RI dalam rapat paripurna sindorcti,8.0,0.8555415792658776,positive
7837,andai anggota sekomplit ini pas rapat paripurna tidak ada yang bobok cantiek semua antusias betapa bahagia jadi rakyatri,6.0,-0.48707983526962745,negative
7838,anggota DPR RI gilir begini datang semua sibuk selfie tetapi coba rapat untuk kebijakan negara entah hilang mana,1.0,0.29595817420019405,positive
7839,salut buat anggota dewan YTH walau masa reses tetap mau datang hari ini ke gedung DPR tetapi kok gilir sidang paripurna kursi ada yang kosong ?,-7.0,-0.9109027194851105,negative
7840,suasana ketika raja salman pasuk ruang rapat paripurna gedung nusantara DPR RI kamis video,5.0,0.7184212081070996,positive
7841,raja arab saudi salman bin abdulaziz al saud tinggal ruang rapat paripurna gedung nusantara DPR RI,0.0,0.0,neutral
7842,raja salman saat tinggal ruang rapat paripurna gedung DPR RI ifakta,0.0,0.0,neutral
7843,hanya raja salman yang dapat buat anggota DPR RI hadir full walau sedang reses,-9.0,-0.936691431605873,negative
7844,ruang rapat paripurna gedung nusantara jadi tempat kunjung hari dua ini,1.0,0.20228869496966945,positive
7845,detik detik raja salman pasuk ruang rapat paripurna gedung nusantara DPR RI rajasalmankedpr,1.0,0.20228869496966945,positive
7846,HANGAT SAMBUT UNTUK RAJA SALMAN DI DPR RI suasana gedung DPR RI siang inj beda ruang rapat paripurna,8.0,0.878812961930345,positive
7847,raja salman telah pasuk ruang rapat paripurna gedung nusantara DPR RI jelang pidato raja salman,4.0,0.6369499429264264,positive
7848,suasana ruang rapat paripurna gedung nusantara DPR RI jelang pidato raja salman,6.0,0.7782533221506259,positive
7849,gilir begini saja anggota DPR hadir lengkap gilir sidang titip absen mulu gilir reses rajin banget semua ikut reses,-4.0,-0.6697392619941973,negative
7850,raja salman telah pasuk ruang rapat paripurna gedung nusantara DPR RI jelang pidato raja salman rajasalmankedpr,4.0,0.6369499429264264,positive
7851,suasana ruang rapat paripurna gedung nusantara DPR RI jelang pidato raja salman rajasalmankedpr,6.0,0.7782533221506259,positive
7852,untuk pertama kali lihat semua kursi isi penuh sesak bahkan di masa reses biasa banyak melompong apalagi pas reses,7.0,0.8224628936244653,positive
7853,presiden republik indonesia ke pasuk ruang rapat paripurna gedung DPR RI specialreport rajasalman,4.0,0.6369499429264264,positive
7854,suasana kini di dalam ruang rapat paripurna DPR RI dalam rangka sambut rajasalman specialreport,15.0,0.951661902861773,positive
7855,seluruh tamu undang belum masuk ke ruang rapat paripurna gedung nusantara DPR RI lalu periksa oleh paspampres rajasssmankedpr,-4.0,0.4624423845815412,positive
7856,suasana lobby ruang rapat paripurna gedung nusantara DPR rajasalmankedpr,3.0,0.5267415375673765,positive
7857,masa reses II tahun sidang komisi VII DPR RI kunker ke riau sodikmudjahid,4.0,0.6369499429264264,positive
7858,ricuh reses anggota DPR RI,0.0,0.0,neutral
7859,jelas jelas langgar undang undang ! hak angket jangan sampai masuk angin ya,6.0,0.4935749918884044,positive
7860,raja salman akan temu kepemimpinan DPR meski masa reses anggota DPR imbau hadir saat pidato raja vivanews,-1.0,-0.29595817420019405,negative
7861,raja salman akan temu kepemimpinan DPR meski masa reses anggota DPR imbau,-3.0,-0.6808225270250104,negative
7862,WIB suasana luar ruang rapat paripurna dasar pantau lokasi masih sepi dan sudah penuh hias bunga red carpet,11.0,0.9152773258948753,positive
7863,seluruh anggota DPR yang sdng reses pasti akan hadir beda jika sidang biasa,-2.0,-0.3197496797331567,negative
7864,rombong komisi IX DPR RI reses ke OKI,3.0,0.6289226359922113,positive
7865,KEPEMIMPINAN DPR RI TARGET RUU PENYELENGGARAAN PEMILU SELESAI APRIL lalu,5.0,0.7739149202363939,positive
7866,jember rabi akibat kecewa rasa tidak harga ketua DPC nasdem dapil v jember bambang kusaeri naik,-2.0,-0.8695669773740071,negative
7867,siap di ruang rapat paripurna gedung nusantara DPR RI sambut kunjung raja salman pada maret rajasalmankedpr,3.0,0.5267415375673765,positive
7868,diskusi tentang sandi dan aman untuk RUU sama tim DPR RI dan KSLUNG,0.0,0.0,neutral
7869,DPR RI mati KUTU hadap kebijakan kebijakan pemerintah yang paling kecil ketika ahok di angkat lagi gubernur,2.0,0.38181916792267817,positive
7870,tahun atau cuma UU lebih banget lagi itu belum tunjangan² duit reses ! ! banget,-5.0,-0.7185949524255258,negative
7871,badan ahli DPR RI kumpul,-3.0,-0.5267415375673765,negative
7872,meski reses anggota DPR akan sambut raja salman,-2.0,-0.5267415375673765,negative
7873,reses anggota DPR RI dari nasdem ricuh,-3.0,-0.5267415375673765,negative
7874,undang undang penganiyaan harus tinjau kembali pemakaian,-1.0,-0.20228869496966945,negative
7875,tolong tinjau kembali undang undang penganiyaan ambil lahan orang lain cara paksa sama saja rampas merdeka hak orang,-10.0,-0.9000703207408192,negative
7876,kepada yth bpk dewan wakil rakyat soal undang undang penganiyaan kaya ada yang kurang tolong tinjau,1.0,0.1297994011610287,positive
7877,tuitpalembang rombong komisi IX DPR RI reses ke OKI palembang tuit,3.0,0.5267415375673765,positive
7878,dialog dalam rangka reses komisi IV DPR RI sama masyarakat kp cipanon desa tanjung jaya bahas soal laut ikan,15.0,0.951661902861773,positive
7879,bupati sama komisi IV DPR RI tinjau budidaya ikan kerapu di kp cipanon kec panimbang dalam rangka reses komisi IV DPR RI,12.0,0.9273739248094985,positive
7880,DPR kini DPR tuju panjang waktu bahas RUU,10.0,0.9000703207408192,positive
7881,DPR kini rapat paripurna DPR RI tuju lima anggota BSBI,5.0,0.7184212081070996,positive
7882,gubernur lampung sambut baik temu kunker tim reses komisi kali DPR RI ke lampung,7.0,0.8224628936244653,positive
7883,meski reses anggota DPR akan sambut raja salman siap sudah dekat persen vivanews,5.0,0.8401680504168059,positive
7884,meski reses anggota DPR akan sambut raja salman siap sudah dekat,3.0,0.6808225270250104,positive
7885,viva meski reses anggota DPR akan sambut raja salman newstoday DKK,-2.0,-0.5267415375673765,negative
7886,viva meski reses anggota DPR akan sambut raja salman siap sudah dekat persen newstoday,5.0,0.8401680504168059,positive
7887,sambut raja salman semua anggota DPR panggil kembali dari giat reses tribunnews,-7.0,-0.8224628936244653,negative
7888,sambut raja salman semua anggota DPR panggil kembali dari giat reses tribun pekanbaru,-7.0,-0.8224628936244653,negative
7889,sambut raja salman semua anggota DPR panggil kembali dari giat reses,-7.0,-0.8224628936244653,negative
7890,dewan guru serta siswa di bandar sribhawono sangat kecewa jadwal reses komisi kali DPR RI bandar lampung lampung,3.0,0.5267415375673765,positive
7891,anggota DPR RI reses iskandar jelas kondisi OKI,-2.0,-0.38181916792267817,negative
7892,anggota DPR RI reses iskandar jelas kondisi OKI canda dan tawa lontar dari orang nomor one di bumi bende,-8.0,-0.8655334451812201,negative
7893,urus rapat tutup di bahas RUU pemilu,1.0,0.20228869496966945,positive
7894,kali ini dalam rapat tentang draf kodifikasi RUU pemilu di DPR RI untuk tentu metode pilih efektif dan efisien,4.0,0.6369499429264264,positive
7895,aktifitas reses anggota partai PKS DPR RI,-3.0,-0.5267415375673765,negative
7896,meski reses novanto himbau seluruh anggota DPR hadir sambut raja salman,0.0,0.0,neutral
7897,KUAT ISLAM INDONESIA LAWAN REZIM KGB rapat paripurna hak angket ahok gate baca dari gedung DPR RI,9.0,0.8806721767742777,positive
7898,uudnaskahasli pasal anggota anggota dewan wakil rakyat hak maju rancangan undang undang,-9.0,-0.8806721767742777,negative
7899,uudnaskahasli jika sesuatu rancangan undang undang tidak dapat tuju dewan wakil rakyat,1.0,-0.569023926127436,negative
7900,uudnaskahasli pasal tiap tiap undang undang hendak tuju dewan wakil rakyat,1.0,0.20228869496966945,positive
7901,uudnaskahasli BAB VII DEWAN WAKIL RAKYAT pasal susun dewan wakil rakyat tetap dengan undang undang,-7.0,-0.8224628936244653,negative
7902,uudnaskahasli pasal presiden pegang kuasa bentuk undang undang dengan tuju dewan wakil rakyat,8.0,0.8555415792658776,positive
7903,DPR INDEPENDEN apa jadi anggota DPR harus dari parpol ya ? tidak juga sekarang sudah ada kebijakan baru anggota DPR non parpol dansemuadiam,-7.0,-0.9424782014365458,negative
7904,reses DPR RI komisi II drs h ahmad zacky siradj dari partai GOLKAR,0.0,0.0,neutral
