no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
9593,2018-10-17T07:56:46.000Z,Badan Anggaran DPR Rapat Kerja dengan Menteri Keuangan Menteri PPN Kepala Bappenas Menteri Hukum dan HAM serta Gubernur Bank Indonesia terkait Pembicaraan Tk I Pembahasan RUU tentang APBN TA dan Pembahasan Postur Sementara RUU APBN Rabu Oktober BanggarDPR,badan anggaran DPR rapat kerja dengan menteri uang menteri PPN kepala bappenas menteri hukum dan HAM serta gubernur bank indonesia kait bicara tak i bahas RUU tentang APBN TA dan bahas postur sementara RUU APBN rabu oktober banggardpr,"DPR Budget Agency Meeting Gathering Working Session with Minister of Money, Minister of National Development Planning, Head of Bappenas, Minister of Law and Human Rights and Governor of Bank Indonesia. How to talk or not? I will discuss the bill regarding the TA APBN and discuss the temporary posture of the APBN bill Wednesday October BangardPR",0.0,1.0,0.0,0.0,neutral
9632,2018-10-15T10:26:56.000Z,udah tau apa sih yg bener di mata ente kebijakan pak dan miris ada wakil rakyat kya ente,sudah tau apa sih yang banget di mata ente kebijakan pak dan miris ada wakil rakyat kaya ente,I already know what really is in your eyes sir's policy and sad disappointed pathetic tragic that there are representative legislators like you,0.398,0.525,0.077,-0.886,negative
9646,2018-10-13T11:16:34.000Z,Jumat Oktober Badan Legislasi DPR RI melaksanakan diplomasi parlemen ke National Asemblea Ecuador terkait dengan pembahasan RUU Masyarakat Adat Pemerintah Ekuador telah,jumat oktober badan legislasi DPR RI laksana diplomasi parlemen ke national asemblea ecuador kait dengan bahas RUU masyarakat adat pemerintah ekuador telah,"Friday October, the Republic of Indonesia DPR legislative body, like parliamentary diplomacy to the Ecuador National Assembly, is related to discussing the Indigenous Peoples Bill, the Ecuadorian government has",0.0,0.918,0.082,0.3612,positive
9649,2018-10-12T16:15:53.000Z,Kesimpulan Utk Indonesia kebijakan BBM satu harga adalah suatu keniscayaan tdk akan berkelanjutan sebab BBM impor subsidi adalah penyebab melonjaknya konsumsi impor BBM penyebab defisit perdagangan migas defisit transaksi berjalan pemukul telak nilai tukar rupiah,simpul untuk indonesia kebijakan BBM satu harga adalah suatu niscaya tidak akan lanjut karena BBM impor subsidi adalah sebab lonjak konsumsi impor BBM sebab defisit dagang migas defisit transaksi jalan pukul telak nilai tukar rupiah,"The conclusion for Indonesia is that the one price fuel policy will definitely not continue because subsidized imported fuel is the cause of the surge in imported fuel consumption due to the oil and gas trade deficit, road transaction deficit at t evading dodging avoiding accountability in the rupiah exchange rate",0.162,0.791,0.047,-0.6705,negative
9682,2018-10-10T04:22:23.000Z,Jokowi Jangan Sampai Kita Diadu oleh Kepentingan Politik via,jokowi jangan sampai kita adu oleh penting politik via,"Jokowi, don't let us compete with political matters via",0.0,0.879,0.121,0.0258,neutral
9687,2018-10-09T14:06:46.000Z,DPDRI DPD RI DPR RI Bahas RUU Tentang Daerah Kepulauan Jakarta DPD RI membahas Rancangan Undang undang RUU tentang Daerah Kepulauan dengan DPR RI RUU yang diinisiasi oleh DPD tersebut,DPDRI DPD RI DPR RI bahas RUU tentang daerah pulau jakarta DPD RI bahas rancangan undang undang RUU tentang daerah pulau dengan DPR RI RUU yang inisiasi oleh DPD sebut,dpdri dpd ri dpr ri discusses bill on jakarta island area dpd ri discusses draft bill on island area with dpr ri bill initiated by dpd mentions,0.0,1.0,0.0,0.0,neutral
9706,2018-10-08T14:33:33.000Z,Mohon kepada sebagai pemangku kebijakan dan penegak hukum bisa mensikapi hasil lembaga tinggi neg yang sudah menyelesaikan audit investigasi thdp Pelindo II Ini semata untuk Nawacita dan Kedaulatan NKRI,mohon kepada bagai mang kebijakan dan tegak hukum dapat sikap hasil lembaga tinggi neg yang sudah selesai audit investigasi hadap pelindo II ini semata untuk nawacita dan daulat NKRI,"I ask how policy and law enforcement can act on the results of high state institutions that have completed their investigative audit against Pelindo II, this is solely for Nawacita and the sovereignty of the Republic of Indonesia",0.0,1.0,0.0,0.0,neutral
9708,2018-10-08T11:31:36.000Z,DPD RI Rapat Kerja dengan Pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang Daerah Kepulauan DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,DPD RI rapat kerja dengan pansus DPR RI bahas RUU inisiatif DPD RI yaitu RUU tentang daerah pulau DPDRI DPRRI ruuinisiatifdpdri ruudaerahkepulauan,"Dpd RI meeting gathering working session with the special committee of the DPR RI discussing the dpd ri initiative bill, namely the bill regarding island regions dpdri dpri dpri initiative bill dpdri island regions",0.0,0.924,0.076,0.4019,positive
9739,2018-10-05T11:16:08.000Z,udah psti jd penyebar hoax dr kasus koq msh aja ngeles apalagi kalian adalah anggota Dewan DPR RI yg hrsnya jd penyampai aspirasi rakyat yg benar dan berani dipertanggung jawabkan knp msih percaya y ma kalian smu,sudah pasti jadi sebar hoax dari kasus kok masih saja ngeles apalagi kalian adalah anggota dewan DPR RI yang harus jadi sampai aspirasi rakyat yang banget dan berani pertanggungjawaban jawab kenapa masih percaya ya sama kalian smu,"It's definitely a matter of spreading lying fake news fraud from the case. How come it's still annoying, especially since you are a member of the Indonesian House of Representatives who must be up to the aspirations of the people and have the courage to be accountable and responsible? Why do you still believe in you guys?",0.192,0.675,0.134,-0.7236,negative
9772,2018-10-02T04:15:23.000Z,Rapat Paripurna Ke dipimpin oleh Waka Bang siang ini di ruang paripurna Livestream,rapat paripurna ke kepemimpinan oleh waka bang siang ini di ruang paripurna livestream,meeting gathering plenary session on leadership by waka bang this afternoon in the livestream plenary room,0.0,1.0,0.0,0.0,neutral
9774,2018-10-01T15:08:57.000Z,DPR RI pantas menginterpelasi kebijakan ini,DPR RI pantas interpelasi kebijakan ini,DPR RI sarcastic ironic unworthy shameful interpellation of this policy,0.618,0.382,0.0,-0.8271,negative
9783,2018-10-01T02:14:59.000Z,RUU Pertanahan akan Lengkapi UU Pokok Pokok Agraria,RUU tanah akan lengkap UU pokok pokok agraria,The land bill will be complete with the basic agrarian principles,0.0,1.0,0.0,0.0,neutral
9790,2018-09-29T15:33:39.000Z,Tindakan yang sangat wajar dan janganlah kamu mengkhianati amanat amanat yang dipercayakan kepadamu sedang kamu mengetahui,tindakan yang sangat wajar dan jangan kamu khianat amanat amanat yang percaya kepada sedang kamu tahu,a very sarcastic ironic action expected to be disappointed and don't betray the trust that you believe in while you know,0.35,0.531,0.119,-0.671,negative
9816,2018-09-26T10:35:25.000Z,Berarti saya juga bebas ber ekspresi Fadli zon bajingan dancok cocot germo Itulah ekspresi saya buat wakil rakyat yang katanya terhormat Tapi nyatanya kerja cuman menghabiskan uang rakyat gk ada hsil Undang undang banyak yang mangkrak kayak hambalang,arti saya juga bebas ber ekspresi fadli zon bajing dancok cocot germo itu ekspresi saya buat wakil rakyat yang kata hormat tetapi nyata kerja cuman habis uang rakyat tidak ada hsil undang undang banyak yang mangkrak seperti hambalang,my meaning is also free to express fadli zon basing dancok cocot pimp that's my expression for representatives legislators officials who say respectfully but in reality the work just runs out of people's money with no results from the law many of them are unemployed like hamstrings,0.053,0.811,0.137,0.5346,positive
9818,2018-09-26T09:08:18.000Z,Rapat perdana penyusunan RUU Penyadapan di Badan Legislasi DPR RI tanggal September bersama Kejaksaan Agung diwakili Jamintel Kepala BNN dan Kepala BSSN TotokDaryanto DPRRI MalangRaya SatuJiwaBersamaRakyat,rapat perdana susun RUU sadap di badan legislasi DPR RI tanggal september sama jaksa agung wakil jamintel kepala BNN dan kepala BSSN totokdaryanto DPRRI malangraya satujiwabersamarakyat,First meeting gathering session drafting the tapping bill at the DPR RI legislative body on September with Attorney General Deputy Jamintel Head of BNN and Head of BSSN Totokdaryanto DPRRI Malangraya Satujiwabersamarakyat,0.0,1.0,0.0,0.0,neutral
9841,2018-09-24T08:06:49.000Z,Komisi IX DPR RDPU dengan Pakar tentang RUU Pengawasan Obat dan Makanan Senin September Komisi Sangat Besar Hrapn RRU BPOM Bisa Diundangkan Pada Masa Sidang Terdekat,komisi IX DPR RDPU dengan pakar tentang RUU awas obat dan makanan senin september komisi sangat besar hrapn RRU BPOM dapat undang pada masa sidang dekat,commission ix DPR RDPU with experts regarding the drug and food monitoring bill Monday September very large commission expects RRU BPOM to be invited during session hearing meeting near,0.0,1.0,0.0,0.0,neutral
9934,2018-09-15T14:50:31.000Z,Bagaimana DPR bisa bisa mendengar aspirasi rakyat? Yg difollow aja yg sudah sejahtera Pantesan kita bertuan kepada DPR Bukannya mereka yang seharusnya bertuan pada kita Kita yg mendengarkan atau mereka dengar Mereka duduk untuk Individualisme,bagaimana DPR dapat dapat dengar aspirasi rakyat ? yang difollow saja yang sudah sejahtera pantesan kita tuan kepada DPR bukan mereka yang harus tuan pada kita kita yang dengar atau mereka dengar mereka kedudukan untuk individualisme,"How can the DPR hear the aspirations of the people? Those who are followed are those who are already prosperous, it's appropriate for us to be masters of the DPR, not those who have to be masters of us, we are the ones who listen or they hear them, their position is for individualism",0.0,0.945,0.055,0.4767,positive
9936,2018-09-15T10:07:03.000Z,Untuk menyempurnakan RUU Penyadapan yang sedang dirancang oleh para anggota DPR RI saya mengunjungi Kolombia dalam rangka riset bersama beberapa anggota baleg disambut oleh Duta Besar RI untuk Kolombia dan,untuk sempurna RUU sadap yang sedang rancangan oleh para anggota DPR RI saya unjung kolombia dalam rangka riset sama beberapa anggota baleg sambut oleh duta besar RI untuk kolombia dan,"To perfect the tapping bill that is being drafted by members of the Republic of Indonesia's DPR, I visited Colombia in the context of research with several members of Baleg, welcomed by the Indonesian Ambassador to Colombia and",0.0,0.852,0.148,0.7269,positive
9986,2018-09-13T09:38:48.000Z,assalamualaikum pak Fakhri Hamzah yg terhormat yg di amanah kan sebagian wakil DPR RI Saya nak usul Boleh Gimana pak klau di adakan rapat Paripurna antara DPR dan MPR untuk menurunkan pak jokowi yg terhormat,assalamualaikum pak fakhri hamzah yang hormat yang di amanah kan bagi wakil DPR RI saya nak usul boleh bagaimana pak jika di adakan rapat paripurna antara DPR dan MPR untuk turun pak jokowi yang hormat,"Assalamualaikum, Respectful Mr. Fakhri Hamzah, who is entrusted to the representatives of the Indonesian House of Representatives. I would like to suggest what you can do, sir, if there is a plenary gathering session between the DPR and MPR to step down, Respectful Mr. Jokowi.",0.0,0.791,0.209,0.8519,positive
9991,2018-09-12T19:59:35.000Z,Jelas terbukti bahwa wakil rakyat kita masih condong ke partainya masing masing dr pd mewakili aspirasi rakyat Dapat dilihat dr gencar nya membanggakan salah satu paslon dalam keadaan wawancara memakai seragam wakil rakyat Kalau di jam bebas silahkan Ini masih di gedung dpr,jelas bukti bahwa wakil rakyat kita masih condong ke partai masing masing dari pada wakil aspirasi rakyat dapat lihat dari gencar nya bangga salah satu paslon dalam ada wawancara pemakaian seragam wakil rakyat jika di jam bebas sila ini masih di gedung dpr,clear evidence that our representative representative representatives are still inclined towards disgusting worthless shameful trash each rather than representatives of the aspirations of the people can be seen from the incessant pride of one of the candidate pairs in an interview wearing the representative representative representative representative's uniform if at this free hour of morals he is still in the parliament building,0.128,0.753,0.119,-0.1593,negative
9999,2018-09-11T15:11:43.000Z,Spirit RUU Pertanahan Integrasikan Sektor SDA,spirit RUU tanah integrasi sektor SDA,spirit of the natural resources sector integration land bill,0.0,0.625,0.375,0.4939,positive
10010,2018-09-10T10:36:30.000Z,Pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI Jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan Lagipula kebijakan SH udah ada sejak KitaOgahDiNgabalin,laksana UU saat ini adalah eksekutif dalam hal ini adalah BI jadi bukan yang TEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan lagipula kebijakan SH sudah ada sejak kitaogahdingabalin,"like UU is currently an executive in this case it's BI so it's not the one pressing for swap hedging unless we've returned to UUD's spirit of passion and positive energy, not to mention SH's policy has been around since Kitaogahdingabalin",0.0,0.736,0.264,0.8979,positive
10018,2018-09-09T06:50:07.000Z,Anda itu keliru! Bhw rakyat di adu di pasar bebas pd saat belum berdaya dan pemerintah terus menekan dg pola kebijakan pasar yg menguntungkan Cukong Calo Where s protection? Sbaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,anda itu keliru ! bahwa rakyat di adu di pasar bebas pada saat belum daya dan pemerintah terus tekan dengan pola kebijakan pasar yang untung cukong calo where si protection ? baik anda belajar ekonomi pembangunan UUD AGAR TIDAK TIPU REZIM KUASA,"you are wrong! that the people are being pitted against each other in the free market at a time when they have no power and the government continues to pressure them with market policy patterns that profit by middleman barons, where is the protection?  good positive favorable you are studying UUD development economics so as not to cheat or cheat the power regime",0.093,0.646,0.261,0.9267,positive
10142,2018-08-29T10:20:35.000Z,Semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat Stand Up Comedian Iwel Sastra Dirgahayu DPR RI Ke ! HUTDPR TahunDPR,moga makin dapat wakil rakyat serta dapat tampung eksekusi dan juang aspirasi rakyat stand up comedian iwel sastra dirgahayu DPR RI ke ! HUTDPR tahundpr,"Hopefully we will get more representatives, legislators, and be able to accommodate the execution and fight for the aspirations of the people. Stand-up comedian Iwel Sastra is honored by the Indonesian House of Representatives! DPR's anniversary",0.059,0.727,0.213,0.7777,positive
10146,2018-08-29T09:44:32.000Z,Dewan Perwakilan Rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas Rancangan Undang undang tentang APBN Tahun Anggaran beserta Nota Keuangan Dewan Perwakilan Rakyat DPR,dewan wakil rakyat DPR gelar rapat paripurna tentang pandang umum partai partai atas rancangan undang undang tentang APBN tahun anggaran serta nota uang dewan wakil rakyat DPR,DPR Representative Representatives Representative Council holds a plenary meeting gathering session regarding general views. Disgusting Worthless Shameful Trash Par Disgusting Worthless Shameful Trash on the Draft Law on the Budget for the Fiscal Year and the Council's Money Notes. Representative Representatives Officials DPR,0.345,0.655,0.0,-0.9584,negative
10199,2018-08-27T07:48:49.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Pesisir Barat Pesibar menggelar Rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia Selengkapnya baca link dibawah ini,dewan wakil rakyat daerah DPRD kabupaten pesisir barat sibar gelar rapat paripurna dengan agenda penandatanganan nota sepakat lampung pesisirbarat indonesia lengkap baca link bawah ini,Council of Representatives Representatives Regional Representatives DPRD West Coast Regency Sibar holds meeting gathering plenary session with agenda schedule plan signing memorandum of agreement Lampung Coastal West Indonesia complete read the link below,0.0,0.909,0.091,0.4939,positive
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus pelaksanaan tindakan yang komprehensif hadap karena kebijakan impor telah banget gila sangat rugi tani indonesia kita tahu sama duga kuat ada fee yang amazing dari MAFIA IMPOR bagai licin untuk hal sebut,"We have to avoid dodging, avoid accountability, and take comprehensive action because the import policy has gone so crazy, it's really hurting Indonesian farmers, we know and strongly suspect that there are amazing fees from the import mafia, it's slippery to say the least.",0.247,0.614,0.139,-0.638,negative
10228,2018-08-24T07:53:54.000Z,Haluuu Pak apa kbr ruu penyiaran???,haluu pak apa kbr ruu siar ? ?,"hello sir, how are you going to broadcast? ?",0.0,1.0,0.0,0.0,neutral
10229,2018-08-24T07:53:16.000Z,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HRUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN Atau AHLI HUKUM BELAJARLAH DAHULU JDI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,INI FITNAH SESAT DEMI PENTING NEGARA APA HARUS PELAKSANAAN TANYA PANGLIMA ATAU KOMANDAN atau AHLI HUKUM BAJAR DAHULU JADI SUSUP AGAR TAHU KEBIJAKAN KEPEMIMPINAN,"This is a misguided slander for the sake of the country's importance. Doing dodging, avoiding accountability, ask the commander or commander or legal expert, first become an infiltrator in order to know the leadership policy.",0.101,0.794,0.106,0.0516,positive
10249,2018-08-21T05:21:00.000Z,Wakil DPR RI Uji Konsep RUU EBT bersama Pakar UMM UMMCampus,wakil DPR RI uji konsep RUU EBT sama pakar UMM ummcampus,DPR RI representatives test the concept of the EBT bill with UMM UMMcampus experts,0.0,1.0,0.0,0.0,neutral
10263,2018-08-20T00:24:51.000Z,jangan jd dungu kalo hanya mau benarkan jokowi justeru dgn tdk jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja kalo syaratnya ditil semua syarat harus terpenuhi,jangan jadi dungu jika hanya mau benar jokowi justru dengan tidak jelas pengaturan lebih leluasa ambil kebijakan bayang saja jika syarat ditil semua syarat harus penuh,"Don't be stupid if you only want to be right, Jokowi, in fact, if the regulations are not clear, you will have more freedom to take policies, just imagine if the conditions are listed, all conditions must be fulfilled.",0.046,0.715,0.239,0.8475,positive
10297,2018-08-16T09:19:28.000Z,I added a video to a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video tetapi a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video but a playlist nanang welcomes constituency outreach service community visit members of the Indonesian parliament,0.0,0.693,0.307,0.7351,positive
10391,2018-08-07T11:54:00.000Z,Bedah Lapau dilakukan Refrizal setiap kali reses dia fokus pada Lapau karena dalam tradisi Minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya Lapau adalah simpul informasi pedesaan cc,bedah lapau pelaksanaan refrizal tiap kali reses dia fokus pada lapau karena dalam tradisi mang surau lapau dan rantau adalah tiga institusi kuat dalam bentuk watak generasi lapau adalah simpul informasi desa cc,Surgical Lapau p evading dodging avoiding accountability sanaan refrizal every time constituency outreach service community visit he focuses on lapau because in the tradition of mang surau lapau and rantau are three strong institutions in the form of the character of the lapau generation is the information node cc village data info,0.068,0.836,0.096,0.3818,positive
10468,2018-07-29T04:12:17.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid jember pdiperjuanganmnang pdiperjuangan yoseph umarhadi manfaat waktu reses DPR dengan unjung beberapa tempat di dapilnya sesuai dengan lapor dan keluh masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT Gesuriid Jember PDI Struggle Fight Political Contested Wins PDI Struggle Fight Political Contested Yoseph Umarhadi Benefits of Time Constituency Outreach Service Community Visit DPR by visiting several places in his electoral district in accordance with reports and complaints from the community umarhadi_yoseph dpr_ri DPR constituency outreach service community visit community aspirations,0.189,0.652,0.159,-0.25,negative
10543,2018-07-23T13:09:25.000Z,Kalau saya menjadi Anggota DPR saya berniat meluruskan kebijakan ini Membereskan RUU Kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global Kita harus lindungi rakyat dari predator asing! Tidak boleh naif lagi,jika saya jadi anggota DPR saya niat lurus kebijakan ini beres RUU kewirausahaan misal UU kita harus siap pengaturan dan dorong rakyat kompetisi di MEA lalu cara global kita harus lindung rakyat dari predator asing ! tidak boleh naif lagi,"If I become a member of the DPR, my intentions are straight, this policy will be resolved, the entrepreneurship bill, for example, we must be ready to regulate and encourage people's competition in the global media, we must protect the people from foreign predators! can't be naive anymore",0.0,0.739,0.261,0.9023,positive
10545,2018-07-23T10:15:05.000Z,Kebijakan BUMN sbg kendaraan kepentingan penguasa ZHOLIM Sarang timses CSR diarahkan utk timses Keuangan BUMN digorok BUMN jd bancakan BUMN kolaps dijual Knp KALIAN cuma melongo knp KALIAN tertular PLANGA PLONGO Cc,kebijakan BUMN bagai kendara penting kuasa ZHOLIM sarang timses CSR arah untuk timses uang BUMN gorok BUMN jadi bancak BUMN kolaps jual kenapa KALIAN cuma longo kenapa KALIAN tular PLANGA PLONGO cc,"SOE's policy is like an important vehicle for the power of evil nests, the CSR team is the direction for the SOE's money team, the SOE's slit, the SOE becomes bankrupt, the SOE collapses, sells, why are you just longing, why are you infected with planga plongo cc",0.242,0.686,0.072,-0.8807,negative
10568,2018-07-21T18:44:59.000Z,Inginkan Perubahan Abdul basyid Has Maju DPR RI untuk Perjuangkan Aspirasi Rakyat Kepri,ingin ubah abdul basyid has maju DPR RI untuk juang aspirasi rakyat kepri,Wants to change Abdul Basyid has run for the Indonesian House of Representatives to fight for the aspirations of the people of the Republic of Indonesia,0.094,0.906,0.0,-0.3818,negative
10571,2018-07-21T15:44:09.000Z,Dear Bukankah Anda bagian dari penjaga kedamaian? Bukankah Anda memiliki aturan dlm menjaga kedamaian medsos? Bukankah Anda pelaksana undang undang yg sudah disepakati dgn Nitizen? Jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SPT ITU? TangkapFadliDzon,dear bukankah anda bagi dari jaga damai ? bukankah anda milik pengaturan dalam jaga damai medsos ? bukankah anda laksana undang undang yang sudah pakat dengan nitizen ? jika DEMIKIAN KENAPA AKUN TEBAR HOAX BIAR SEPERTI ITU ? tangkapfadlidzon,"Dear, aren't you part of keeping the peace? Aren't you part of the social media peacekeeping arrangement? Aren't you like a law that has agreed with netizens? If so, why do accounts spread lying fake news fraud like that? catchfadlidzon",0.273,0.529,0.198,-0.6463,negative
10642,2018-07-16T07:20:40.000Z,masih menunggu kebijakan mereka jika ada,masih tunggu kebijakan mereka jika ada,still waiting for their delay stalling policy if there is one,0.313,0.687,0.0,-0.4767,negative
10649,2018-07-15T09:51:06.000Z,Jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan DPRnya Thailand sebelum kita ingin petani kita lebih mumpuni dari petani Thailand,jika kita anggota DPR harus kita hasil cipta pengaturan kebijakan yang lebih faedah banding dprnya thailand belum kita ingin tani kita lebih mumpuni dari tani thailand,"If we are members of the DPR, we must create policy arrangements that are more useful than the Thai DPR. We don't want our farmers to be more qualified than Thai farmers.",0.034,0.817,0.149,0.6213,positive
10660,2018-07-14T03:06:09.000Z,Bangku bangku DPR kosong saat Rapat paripurna RAPBN ! Pertanyaannya apakah masih mau memilih wakil Rakyat yg seperti itu? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,bangku bangku DPR kosong saat rapat paripurna RAPBN ! tanya apakah masih mau pilih wakil rakyat yang seperti itu ? PSI akan ubah wajah DPR dengan orang orang yang pertanggungjawaban jawab,The DPR benches are empty during the meeting gathering session of the Rapbn plenary session! ask whether you still want to elect representative representatives like that? PSI will change the face of the DPR with people who are accountable,0.043,0.859,0.098,0.3164,positive
10662,2018-07-13T16:27:50.000Z,Terimakasih kepada Kepala BPPT Tim Pansus RUU Sinas Iptek Komisi DPR RI Komisaris PT Garam Dirut dan Direksi PT Garam Pusyantek BPPT IABIE IKASMANSATAMA Smansa Magelang atas,terimakasih kepada kepala BPPT tim pansus RUU sinas iptek komisi DPR RI komisaris PT garam dirut dan direksi PT garam pusyantek BPPT IABIE IKASMANSATAMA smansa magelang atas,"Thank you to the Head of BPPT, the special committee team, Bill Sinas Iptek, DPR RI Commission, Commissioners of PT Garam, Managing Director and Directors of PT Garam Pusyantek BPPT Iabie Ikasmansatama, Smansa Magelang Atas.",0.0,0.864,0.136,0.6369,positive
10663,2018-07-13T15:14:32.000Z,Waduh msk org kampung sndiri gak tau sih masa reses ngapain aje? Ngetuit? Lg gak reses jg ngetuit? Mending jgn jd anggota DPR mas jd bajer aje,waduh masuk orang kampung sendiri tidak tau sih masa reses kapai aje ? ngetuit ? lagi tidak reses juga ngetuit ? mending jangan jadi anggota DPR mas jadi bajer saja,"Wow, come in, the village people themselves don't know when it comes to constituency outreach service community visits, just visit Kapai? tweeting? Isn't the constituency outreach service community visit also catching on? It's better not to become a member of the DPR, bro, just be a bastard",0.064,0.728,0.208,0.787,positive
10682,2018-07-12T06:56:31.000Z,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,yth adnggota dpr begini cermin wakil rakyat ?,"Dear DPR members, is this a reflection of Representative Representatives Representatives?",0.0,0.776,0.224,0.3818,positive
10706,2018-07-10T07:16:17.000Z,Berikut berikut rekomendasi Fraksi Partai Gerindra di terkait Rancangan Undang Undang Tentang Pertanggungjawaban Atas Pelaksanaan Anggaran Pendapatan dan Belanja Negara Tahun Anggaran,ikut ikut rekomendasi partai partai gerindra di kait rancangan undang undang tentang pertanggungjawaban atas laksana anggaran dapat dan belanja negara tahun anggaran,follow the recommendations par disgusting worthless shameful trash par disgusting worthless shameful trash gerindra in relation to the draft law on accountability for budget administration and state spending for the fiscal year,0.422,0.578,0.0,-0.9584,negative
10726,2018-07-09T03:40:00.000Z,KLU TOH FRAKSI ANDA TDK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KRN RUU TDK AKAN BISA MENJADI UU APABILA TDK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang Paripurna bukan ? JADI TLG HARGAI JUGA HAK KOLEGA ANDA YG SETUJU,JIKA TOH PARTAI ANDA TIDAK TUJU UU ITU KAN BUKAN ARTI BOHONG RAKYAT KARENA RUU TIDAK AKAN DAPAT JADI UU APABILA TIDAK TUJU OLEH MAYORITAS PARTAI anggota DPR di sidang paripurna bukan ? JADI TOLONG HARGA JUGA HAK KOLEGA ANDA YANG TUJU,"If your disgusting worthless shameful trash doesn't address the law, that doesn't mean lying wildly fake to the people because the bill won't become law if it isn't targeted by the majority of DPR members at the hearing session of the plenary meeting, right? So please also respect the rights of your intended colleagues",0.184,0.688,0.128,-0.595,negative
10786,2018-07-03T07:43:37.000Z,Pernyataan Presiden Joko Widodo Jokowi yang mengatakan jika Komisi Pemilihan Umum KPU diberikan kewenangan oleh Undang Undang untuk membuat peraturan mendapat tanggapan keras dari Ketua DPR RI Bambang Soesatyo Jokowi DPR,nyata presiden joko widodo jokowi yang kata jika komisi pilih umum KPU beri wenang oleh undang undang untuk buat pengaturan dapat tanggap keras dari ketua DPR RI bambang soesatyo jokowi DPR,"In fact, President Joko Widodo Jokowi said that the KPU general election commission was authorized by law to make arrangements, which received a strong response from the chairman of the Indonesian House of Representatives, Bambang Soesatyo Jokowi.",0.0,0.914,0.086,0.5106,positive
10794,2019-12-30T15:11:17.000Z,Warga Sangatta Selatan Antusias Hadiri Reses Anggota DPR RI,warga sangatta selatan antusias hadir reses anggota DPR RI,South Sangatta residents enthusiastically attended the constituency outreach service community visit members of the Republic of Indonesia's DPR,0.0,0.737,0.263,0.6908,positive
10795,2019-12-30T15:04:18.000Z,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,JOURNAL RESES DPR RI WARGA DESAKAN TETI NYALON BUPATI CILACAP via,Journal Constituency Outreach Service Community Visit DPR RI Residents Urge Teti to Nominate Regent of Cilacap Via,0.0,0.884,0.116,0.2732,positive
10827,2019-12-29T06:36:14.000Z,Tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur Firli Bahuri yang kini menjabat sebagai Ketua Ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai Deputi Penindakan KPK CNNIndonesia,tak hanya soal RUU KPK jumlah pihak turut beri sorot hadap figur firli bahuri yang kini jabatan bagai ketua ia duga pernah pelaksanaan langgar etik saat masih jabatan bagai deputi tindakan KPK cnnindonesia,"Not only about the KPK bill, a number of parties have also highlighted the figure of Firli Bahuri, who now holds the position of chairman. He is accused of having committed dodging, avoiding accountability, and violating ethics when he was still serving as deputy for action at the Indonesian KPK.",0.165,0.729,0.106,-0.5267,negative
